Accession,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
OK552841,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
OK552842,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
OK552843,29.694,30.547,6.181,28.737,30.026,29.464,30.282,30.618,3,6.181,4,28.737
OK552844,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
OK552845,29.694,30.547,6.286,28.843,30.026,29.464,30.173,30.618,3,6.286,4,28.843
OK552846,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
OK552847,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
OK552848,29.589,30.547,6.233,28.737,30.026,29.464,30.173,30.618,3,6.233,4,28.737
OK552849,29.694,30.652,6.392,28.896,30.026,29.674,30.228,30.671,3,6.392,4,28.896
OK552850,29.589,30.652,6.181,28.843,30.132,29.464,30.228,30.618,3,6.181,4,28.843
OK552851,29.641,30.599,6.392,28.790,30.079,29.622,30.373,30.618,3,6.392,4,28.790
OK552852,29.641,30.652,6.286,28.843,30.132,29.464,30.282,30.671,3,6.286,4,28.843
OK552853,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
OK552854,29.694,30.652,6.286,28.843,30.132,29.569,30.173,30.671,3,6.286,4,28.843
OK552855,29.694,30.547,6.286,28.737,30.079,29.464,30.173,30.618,3,6.286,4,28.737
OK552856,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
OK552857,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
OK552858,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
OK552859,29.589,30.547,6.286,28.843,30.132,29.464,30.282,30.724,3,6.286,4,28.843
OK552860,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
OK552861,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
OK552862,29.641,30.599,6.233,28.790,30.079,29.517,30.228,30.671,3,6.233,4,28.790
D14600,23.411,30.435,3.247,25.828,28.763,25.490,29.316,31.081,3,3.247,1,23.411
D17763,29.747,31.484,0.000,29.620,30.032,29.811,30.920,30.144,3,0.000,4,29.620
D28917,29.731,31.557,6.016,29.526,29.468,30.242,29.919,30.208,3,6.016,5,29.468
D49374,29.673,30.506,20.888,30.435,29.054,29.197,30.919,29.002,3,20.888,5,29.054
D63821,30.053,30.875,25.185,29.764,28.904,29.273,31.200,30.163,3,25.185,5,28.904
DQ284965,29.958,30.531,21.259,30.169,29.952,30.724,30.021,29.235,3,21.259,8,29.235
DQ355612,32.075,32.000,7.366,32.129,31.073,28.544,31.115,32.061,3,7.366,6,28.544
DQ355613,32.453,32.190,7.551,32.319,31.638,29.119,32.094,27.760,3,7.551,6,29.119
DQ355614,31.887,32.000,6.998,31.939,31.073,28.161,31.189,32.252,3,6.998,6,28.161
DQ355615,32.075,32.000,7.366,32.129,31.073,28.544,31.115,32.061,3,7.366,6,28.544
DQ355616,32.075,32.000,7.366,32.129,31.073,28.544,31.115,32.061,3,7.366,6,28.544
DQ355617,32.075,32.000,7.366,32.129,31.073,28.544,31.115,32.061,3,7.366,6,28.544
DQ355618,32.075,31.810,7.182,31.939,31.073,28.161,30.994,32.061,3,7.182,6,28.161
DQ355619,32.075,32.000,7.366,32.129,31.073,28.544,31.115,32.061,3,7.366,6,28.544
DQ355647,31.509,33.081,8.103,32.890,31.380,30.077,32.677,28.707,3,8.103,6,30.077
DQ355648,31.887,33.270,7.919,32.890,31.380,30.077,32.283,29.022,3,7.919,6,30.077
DQ355649,31.698,33.081,7.551,32.700,31.569,29.885,32.283,28.707,3,7.551,6,29.885
DQ355650,31.698,33.648,7.182,33.080,31.569,30.077,32.283,28.707,3,7.182,6,30.077
DQ355651,31.887,33.459,7.551,33.460,31.947,30.268,32.480,28.707,3,7.551,6,30.268
DQ355652,31.698,33.081,7.735,32.890,31.758,29.693,32.283,28.707,3,7.735,6,29.693
DQ355653,31.887,32.892,7.735,32.510,31.380,29.693,32.283,28.707,3,7.735,6,29.693
DQ355654,31.887,32.892,7.735,32.510,31.380,29.693,32.283,28.707,3,7.735,6,29.693
DQ355655,31.412,33.270,7.919,32.510,31.191,30.077,32.296,28.707,3,7.919,6,30.077
DQ355656,31.698,33.081,7.551,32.700,31.569,29.885,32.283,28.707,3,7.551,6,29.885
DQ355704,32.453,32.453,6.077,31.731,32.703,29.885,32.480,32.696,3,6.077,6,29.885
DQ355705,32.830,32.642,6.262,31.923,32.703,29.885,32.677,32.696,3,6.262,6,29.885
DQ355706,32.830,32.642,6.262,31.731,32.325,29.693,32.480,32.696,3,6.262,6,29.693
DQ355707,32.830,32.264,6.262,31.731,32.703,30.077,32.283,32.314,3,6.262,6,30.077
DQ355708,32.453,32.453,6.998,31.923,32.325,29.885,32.480,32.314,3,6.998,6,29.885
DQ355709,33.019,32.642,6.262,31.923,32.703,30.077,,32.696,3,6.262,6,30.077
DQ355710,32.830,32.453,6.077,31.731,32.514,29.885,32.283,32.505,3,6.077,6,29.885
DQ355711,33.019,32.642,6.262,31.923,32.703,30.077,32.480,32.696,3,6.262,6,30.077
DQ355712,32.830,32.264,6.446,31.923,32.325,29.502,32.087,32.314,3,6.446,6,29.502
DQ355713,32.453,32.453,6.077,31.731,32.703,29.885,32.480,32.696,3,6.077,6,29.885
DQ355714,33.021,33.712,8.103,32.510,32.703,30.077,31.693,32.634,3,8.103,6,30.077
DQ355715,32.833,33.523,8.103,32.129,32.703,30.077,31.693,32.634,3,8.103,6,30.077
DQ355716,33.021,33.712,8.287,32.129,32.514,29.693,31.496,32.634,3,8.287,6,29.693
DQ355717,32.833,33.459,8.287,32.319,32.768,29.962,30.906,33.015,3,8.287,6,29.962
DQ355718,33.396,33.081,8.287,32.700,,29.885,31.818,33.015,3,8.287,6,29.885
DQ355719,33.208,33.648,8.287,32.700,32.892,29.885,31.890,33.206,3,8.287,6,29.885
DQ355720,,33.583,8.471,32.500,30.263,29.885,31.693,33.078,3,8.471,6,29.885
DQ355721,33.208,32.892,6.630,32.890,31.758,30.843,32.731,33.206,3,6.630,6,30.843
DQ355722,33.019,32.703,7.366,32.319,31.380,30.843,32.932,29.825,3,7.366,5,31.380
DQ355723,32.642,32.703,7.366,32.510,31.758,30.344,32.932,33.015,3,7.366,6,30.344
DQ355724,32.830,33.017,7.182,32.510,31.947,30.843,32.535,33.015,3,7.182,6,30.843
DQ355725,32.830,32.955,6.998,32.890,32.015,31.034,32.530,33.397,3,6.998,6,31.034
DQ355726,33.396,32.892,6.814,33.080,31.569,30.651,32.932,33.015,3,6.814,6,30.651
DQ355727,34.151,33.459,7.919,33.650,32.514,31.286,33.133,29.968,3,7.919,6,31.286
DQ355728,33.396,32.576,7.182,32.448,31.758,30.902,32.129,33.015,3,7.182,6,30.902
DQ355729,32.642,32.703,7.366,32.510,31.758,30.344,32.932,33.015,3,7.366,6,30.344
DQ355730,33.208,32.892,6.814,32.890,31.947,30.902,32.129,33.206,3,6.814,6,30.902
DQ430819,28.677,30.526,5.335,28.782,29.678,29.795,30.478,29.635,3,5.335,1,28.677
DQ430820,28.413,30.263,5.441,28.571,29.520,29.375,30.321,29.440,3,5.441,1,28.413
DQ437509,29.228,30.903,5.864,28.647,29.747,29.963,30.563,30.409,3,5.864,4,28.647
EF139700,29.927,32.667,6.349,29.114,,28.289,33.016,29.893,3,6.349,6,28.289
EF154710,29.483,30.481,5.021,29.567,29.505,30.089,30.721,30.229,3,5.021,5,29.505
EF154711,29.474,31.475,5.233,29.657,29.889,30.147,30.700,30.361,3,5.233,1,29.474
EF154712,29.789,31.360,4.704,29.551,29.942,29.743,30.846,30.499,3,4.704,4,29.551
EF154713,29.710,31.210,5.761,29.847,29.889,30.079,30.815,30.117,3,5.761,1,29.710
EF363557,32.277,,5.422,31.333,32.696,29.939,32.159,35.000,3,5.422,6,29.939
EF363558,,,5.422,32.211,31.557,29.615,,35.130,3,5.422,6,29.615
EF363559,32.871,34.068,5.020,32.421,31.770,28.514,32.373,30.116,3,5.020,6,28.514
EF363560,,33.469,5.823,32.061,33.758,30.754,32.816,33.665,3,5.823,6,30.754
EF406169,29.952,31.079,4.523,29.904,28.663,30.464,28.435,30.097,3,4.523,7,28.435
EF406170,30.435,30.596,5.170,30.064,29.791,,28.526,31.068,3,5.170,7,28.526
EF406171,29.839,31.723,3.241,30.274,28.548,30.795,29.233,30.744,3,3.241,5,28.548
EF406172,30.210,31.502,4.847,30.806,30.064,30.731,30.032,31.613,3,4.847,5,30.064
EF406173,30.097,32.174,4.847,30.435,30.000,31.240,29.233,31.107,3,4.847,7,29.233
EF406174,30.596,30.957,5.008,30.806,29.194,30.795,29.506,29.822,3,5.008,5,29.194
EF406175,29.952,30.868,5.008,30.819,28.824,31.240,29.073,29.391,3,5.008,5,28.824
EF406176,30.113,31.040,5.331,29.856,28.502,30.629,28.846,,3,5.331,5,28.502
EF406177,30.161,30.918,4.700,29.952,29.194,30.298,29.233,30.744,3,4.700,5,29.194
EF406178,30.596,31.240,4.362,31.029,29.100,,30.337,31.059,3,4.362,5,29.100
EF406179,30.146,31.088,5.493,31.461,29.469,,29.280,30.225,3,5.493,5,29.469
EF406180,30.470,30.156,5.170,30.707,28.824,30.795,29.253,29.952,3,5.170,5,28.824
EF406181,30.161,,6.785,30.225,28.824,30.132,30.032,29.590,3,6.785,5,28.824
EF406182,29.808,,6.462,29.904,28.986,29.801,29.073,29.815,3,6.462,5,28.986
EF406183,29.630,30.918,4.685,28.151,28.502,31.126,29.327,30.456,3,4.685,5,28.502
EF406184,29.308,32.476,5.493,31.029,28.663,31.126,29.582,28.674,3,5.493,5,28.663
EF406185,29.856,31.240,6.462,30.128,29.147,30.629,28.754,30.259,3,6.462,7,28.754
EF406186,28.824,30.918,6.624,30.225,29.516,30.960,29.920,30.259,3,6.624,1,28.824
EF406187,30.274,30.337,3.877,29.535,28.341,,28.457,29.433,3,3.877,5,28.341
EF406188,29.952,30.337,4.039,29.535,28.663,,27.974,29.074,3,4.039,7,27.974
EU078744,27.294,28.634,7.205,25.408,26.419,27.336,29.398,24.837,3,7.205,8,24.837
EU078745,28.571,29.956,4.148,26.128,26.898,28.406,30.243,25.109,3,4.148,8,25.109
EU078746,27.586,29.075,4.585,26.573,27.332,28.538,29.801,25.926,3,4.585,8,25.926
EU078747,27.356,27.974,5.677,25.178,27.549,27.378,30.464,24.837,3,5.677,8,24.837
EU078748,28.571,30.905,5.240,25.891,28.416,28.738,30.905,26.201,3,5.240,8,26.201
EU078749,27.982,30.837,7.205,26.841,27.983,28.718,30.022,25.055,3,7.205,8,25.055
EU078750,28.111,29.295,4.585,26.366,26.782,,31.057,24.672,3,4.585,8,24.672
EU078751,29.724,30.837,5.677,27.123,27.332,29.907,30.464,25.546,3,5.677,8,25.546
EU078752,29.954,30.684,4.585,26.603,27.549,,30.464,24.672,3,4.585,8,24.672
EU078753,28.406,30.905,5.895,25.178,27.115,29.792,30.905,23.529,3,5.895,8,23.529
EU078754,,28.855,6.114,26.841,28.166,28.037,30.052,25.546,3,6.114,8,25.546
EU078755,28.802,29.890,4.367,25.874,27.115,,30.684,24.891,3,4.367,8,24.891
EU078756,27.650,29.515,5.677,26.107,26.681,,30.464,25.764,3,5.677,8,25.764
EU078757,26.667,30.022,4.585,27.040,28.416,28.406,30.464,26.201,3,4.585,8,26.201
EU078758,27.816,29.801,5.908,25.178,27.511,27.320,31.126,23.904,3,5.908,8,23.904
EU078759,28.571,30.684,3.057,25.943,27.332,28.972,30.243,25.109,3,3.057,8,25.109
EU078760,28.341,28.728,6.114,26.128,28.633,,30.787,25.546,3,6.114,8,25.546
EU078761,28.046,29.515,5.459,25.653,27.332,28.306,30.022,24.891,3,5.459,8,24.891
EU078762,28.111,29.736,4.367,26.603,27.549,,29.801,24.236,3,4.367,8,24.236
EU078763,27.816,30.131,4.367,25.891,27.332,28.306,27.907,24.891,3,4.367,8,24.891
EU078764,28.868,30.022,4.803,25.653,28.416,28.406,29.139,25.109,3,4.803,8,25.109
EU078765,28.406,30.617,3.930,26.128,27.115,,29.594,26.201,3,3.930,8,26.201
EU078766,29.561,29.801,7.424,26.744,27.887,28.671,30.464,25.926,3,7.424,8,25.926
EU078767,27.002,29.581,6.114,25.653,27.332,28.074,28.415,23.965,3,6.114,8,23.965
EU078768,28.276,29.801,5.677,25.116,27.332,27.179,29.581,24.078,3,5.677,8,24.078
EU078769,27.816,30.464,5.459,25.408,27.115,29.561,30.684,24.619,3,5.459,8,24.619
EU078770,29.263,29.736,6.769,26.066,29.412,27.835,30.464,25.054,3,6.769,8,25.054
EU078771,30.023,29.515,4.367,26.366,27.766,,29.515,25.764,3,4.367,8,25.764
EU078772,,28.821,5.022,25.408,27.115,27.336,30.022,25.764,3,5.022,8,25.764
EU078773,29.263,30.176,4.585,25.829,27.669,29.099,29.581,24.837,3,4.585,8,24.837
EU078774,29.493,29.956,4.585,26.366,28.200,,29.139,25.163,3,4.585,8,25.163
EU078775,28.736,30.176,4.585,26.603,29.501,27.378,29.801,25.926,3,4.585,8,25.926
EU078776,28.571,29.515,3.712,26.573,27.332,,29.736,25.328,3,3.712,8,25.328
EU078777,28.176,29.231,6.332,26.559,27.983,28.271,30.464,25.109,3,6.332,8,25.109
EU078778,28.111,30.176,4.367,26.128,27.983,28.306,31.126,25.328,3,4.367,8,25.328
EU078779,29.032,29.515,6.550,26.841,28.603,28.738,29.476,26.638,3,6.550,8,26.638
EU078780,28.802,29.515,4.367,26.366,28.850,28.306,30.243,25.983,3,4.367,8,25.983
EU078781,28.802,29.075,6.987,25.641,27.766,27.804,29.427,24.619,3,6.987,8,24.619
EU078782,28.802,29.890,5.677,25.178,26.464,28.738,29.016,25.325,3,5.677,8,25.325
EU078783,28.046,29.360,6.987,23.990,27.511,,32.450,23.965,3,6.987,8,23.965
EU078784,28.633,30.243,8.297,25.754,26.681,28.205,29.801,23.529,3,8.297,8,23.529
EU078785,27.816,29.581,6.550,25.178,28.200,29.330,30.464,25.926,3,6.550,8,25.926
EU078786,29.263,30.349,3.057,26.128,27.549,,30.022,25.109,3,3.057,8,25.109
EU078787,28.868,30.022,6.769,25.653,27.549,29.234,30.684,25.054,3,6.769,8,25.054
EU078788,27.933,29.139,5.022,27.553,28.416,,31.347,26.638,3,5.022,8,26.638
EU078789,29.724,29.801,4.803,27.040,27.983,27.577,29.360,25.109,3,4.803,8,25.109
EU078790,28.802,29.295,8.297,26.807,27.983,27.378,28.935,26.638,3,8.297,8,26.638
EU078791,30.184,29.515,7.424,27.316,28.850,29.561,31.421,26.304,3,7.424,8,26.304
OR497959,29.151,30.903,6.128,29.900,30.185,30.147,30.515,29.825,3,6.128,1,29.151
OR497960,29.620,30.696,5.388,29.409,30.011,29.706,30.789,30.444,3,5.388,4,29.409
OR497961,29.905,31.237,6.550,29.092,30.432,29.953,30.563,29.856,3,6.550,4,29.092
OR497962,29.362,30.542,5.864,29.121,29.257,30.226,30.729,30.391,3,5.864,4,29.121
OR497963,30.047,31.398,5.917,29.753,29.837,30.769,31.372,30.639,3,5.917,5,29.837
OR497964,28.134,30.392,6.214,28.742,29.679,30.052,30.176,29.920,3,6.214,1,28.134
OR497965,29.731,30.174,6.286,28.760,29.837,29.427,31.178,30.143,3,6.286,4,28.760
OR497966,30.258,31.857,6.181,29.371,30.586,30.174,29.882,30.818,3,6.181,4,29.371
OR497967,30.538,31.689,6.498,29.393,30.607,29.974,31.142,30.728,3,6.498,4,29.393
OR497968,29.700,30.818,5.600,29.694,29.831,30.725,30.454,30.920,3,5.600,5,29.831
OR497969,29.663,31.227,6.550,29.763,30.295,30.231,30.931,30.504,3,6.550,1,29.663
OR497970,29.715,30.481,6.128,29.393,29.641,29.721,30.935,30.708,3,6.128,4,29.393
OR497971,29.279,31.540,5.652,28.986,29.747,30.332,30.563,29.720,3,5.652,4,28.986
OR497972,29.362,31.211,5.441,29.974,29.371,30.126,30.741,30.745,3,5.441,5,29.371
OR497973,28.752,31.260,6.762,29.099,30.311,29.884,30.373,29.565,3,6.762,1,28.752
OR497974,29.678,31.537,6.286,29.288,30.011,30.147,30.920,30.516,3,6.286,4,29.288
OR497975,29.319,30.627,7.343,28.722,30.290,30.084,30.846,30.303,3,7.343,4,28.722
OR497976,29.669,30.700,6.022,29.340,29.784,29.937,30.753,29.900,3,6.022,4,29.340
OR497977,29.626,31.665,6.339,29.657,29.731,30.384,30.862,30.265,3,6.339,4,29.657
OR497978,29.932,31.789,5.969,29.461,29.979,29.968,30.668,30.005,3,5.969,4,29.461
OR497979,29.378,31.734,8.399,29.415,29.294,30.058,31.493,30.651,3,8.399,5,29.294
OR497980,30.121,32.015,6.339,30.148,30.289,30.421,31.706,31.170,3,6.339,1,30.121
OR497981,30.996,32.682,6.973,31.045,31.523,31.145,32.387,32.063,3,6.973,4,31.045
OR497982,30.032,31.108,6.339,29.589,30.226,29.779,30.179,30.407,3,6.339,6,29.779
OR497983,31.243,32.665,8.399,31.521,31.329,31.775,32.158,32.572,3,8.399,5,31.329
OR497984,29.874,31.579,7.079,29.228,29.805,30.158,30.381,29.628,3,7.079,4,29.228
OR497985,29.874,30.996,7.132,28.956,29.443,30.428,30.886,30.409,3,7.132,4,28.956
OR497986,29.468,31.105,6.131,29.710,29.963,30.268,30.899,30.566,3,6.131,1,29.468
OR497987,30.749,31.646,7.184,29.446,30.806,30.967,31.178,30.458,3,7.184,4,29.446
X76918,29.852,31.296,4.068,29.204,30.236,29.905,30.620,30.446,3,4.068,4,29.204
X79819,26.135,29.641,4.069,25.629,27.864,26.917,29.430,29.872,3,4.069,1,26.135
X91419,28.515,31.992,22.800,27.938,28.747,31.236,,29.778,3,22.800,1,28.515
OK582461,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582462,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582463,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582464,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582465,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582466,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582467,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582468,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582469,,,10.938,25.410,25.439,22.764,,,3,10.938,6,22.764
OK582470,,,10.938,25.410,25.439,22.764,,,3,10.938,6,22.764
OK582471,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582472,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582473,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582474,,,10.938,25.410,24.561,21.951,,29.907,3,10.938,6,21.951
OK582475,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582476,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582477,,,10.938,25.410,24.561,21.951,,29.907,3,10.938,6,21.951
OK582478,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582479,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582480,,,9.375,25.410,25.439,22.764,,,3,9.375,6,22.764
OK582481,,,9.375,25.410,25.439,22.764,,,3,9.375,6,22.764
OK582482,,,10.938,25.410,24.561,21.951,,29.907,3,10.938,6,21.951
OK582483,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582484,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582485,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582486,,,10.938,25.410,24.561,21.951,,29.907,3,10.938,6,21.951
OK582487,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582488,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582489,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582490,,,9.375,25.410,25.439,22.764,,,3,9.375,6,22.764
OK582491,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582492,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582493,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582494,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582495,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582496,,,10.938,25.410,25.439,22.764,,,3,10.938,6,22.764
OK582497,,,10.853,23.770,24.348,21.951,,29.907,3,10.853,6,21.951
OK582498,,,10.938,23.770,24.561,21.951,,29.907,3,10.938,6,21.951
OK582499,29.182,30.399,6.847,29.259,29.038,29.979,30.435,30.213,3,6.847,4,29.259
OK582500,29.182,30.508,6.794,29.365,28.982,29.874,30.381,30.266,3,6.794,4,29.365
OK582501,29.182,30.508,6.635,29.418,29.038,29.926,30.554,30.213,3,6.635,1,29.182
OK582502,29.235,30.454,6.741,29.312,28.982,29.874,30.488,30.266,3,6.741,4,29.312
OK582503,29.182,30.508,6.794,29.365,28.982,29.874,30.381,30.266,3,6.794,4,29.365
OK582504,29.235,30.399,6.794,29.312,28.982,29.874,30.488,30.160,3,6.794,4,29.312
OK582505,29.182,30.399,6.847,29.418,28.982,29.926,30.381,30.266,3,6.847,1,29.182
OK582506,29.129,30.454,6.794,29.418,28.982,29.926,30.488,30.160,3,6.794,1,29.129
OK582507,29.340,30.563,6.582,29.524,29.109,29.874,30.435,30.160,3,6.582,1,29.340
OK582508,29.288,30.618,6.847,29.524,28.927,29.926,30.488,30.266,3,6.847,5,28.927
OK582509,29.235,30.675,6.794,29.418,29.054,29.874,30.327,30.160,3,6.794,1,29.235
OK582510,29.288,30.563,6.794,29.471,28.998,29.821,30.381,30.160,3,6.794,4,29.471
OK582511,29.182,30.508,6.794,29.365,28.982,29.874,30.381,30.266,3,6.794,4,29.365
OK582512,29.129,30.344,6.847,29.259,28.927,29.874,30.381,30.213,3,6.847,4,29.259
OK582513,29.288,30.508,6.741,29.365,29.054,29.821,30.327,30.053,3,6.741,4,29.365
OK582514,29.182,30.454,6.741,29.365,29.038,29.926,30.435,30.213,3,6.741,4,29.365
OK582515,29.182,30.508,6.794,29.365,29.038,29.926,30.381,30.160,3,6.794,4,29.365
OK582516,29.182,30.454,6.741,29.365,29.038,29.926,30.435,30.213,3,6.741,4,29.365
OK582517,29.182,30.508,6.794,29.365,28.982,29.874,30.381,30.266,3,6.794,4,29.365
OK582518,29.182,30.508,6.794,29.365,28.982,29.874,30.381,30.266,3,6.794,4,29.365
OK582519,29.182,30.454,6.794,29.365,28.927,29.874,30.381,30.213,3,6.794,4,29.365
OK582520,29.288,30.508,6.688,29.418,29.054,29.821,30.381,30.106,3,6.688,4,29.418
OK582521,29.288,30.508,6.688,29.418,29.054,29.821,30.381,30.106,3,6.688,4,29.418
OK582522,29.182,30.508,6.794,29.365,28.982,29.874,30.381,30.266,3,6.794,4,29.365
OK582523,29.182,30.508,6.794,29.365,28.982,29.874,30.381,30.266,3,6.794,4,29.365
OK582663,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582664,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582665,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582666,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582667,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582668,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582669,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582670,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582671,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582672,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582673,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582674,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582675,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582676,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582677,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582678,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582679,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582680,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582681,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582682,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582683,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582684,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582685,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582686,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582687,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582688,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582689,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582690,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582691,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582692,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582693,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582694,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582695,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582696,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582697,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582698,,,7.143,23.140,23.148,23.009,,,3,7.143,6,23.009
OK582699,29.673,30.918,5.308,28.874,29.630,29.921,30.720,30.520,3,5.308,4,28.874
OK582700,29.673,30.918,5.308,28.874,29.630,29.921,30.720,30.520,3,5.308,4,28.874
OK582701,29.673,30.918,5.308,28.874,29.630,29.921,30.720,30.520,3,5.308,4,28.874
OK582702,29.673,30.918,5.308,28.874,29.630,29.921,30.720,30.520,3,5.308,4,28.874
OK582703,29.673,30.918,5.308,28.874,29.630,29.921,30.720,30.520,3,5.308,4,28.874
OK582704,29.725,30.918,5.414,28.874,29.630,29.921,30.720,30.573,3,5.414,4,28.874
OK582705,29.673,30.918,5.308,28.874,29.630,29.921,30.720,30.520,3,5.308,4,28.874
OK582706,29.673,30.918,5.308,28.874,29.630,29.921,30.720,30.520,3,5.308,4,28.874
OK582707,29.673,30.918,5.308,28.874,29.630,29.921,30.720,30.520,3,5.308,4,28.874
OK582708,29.725,30.972,5.361,28.926,29.683,29.974,30.773,30.573,3,5.361,4,28.926
OK582709,29.673,30.918,5.308,28.874,29.630,29.921,30.720,30.520,3,5.308,4,28.874
OK582710,29.673,30.918,5.308,28.874,29.630,29.921,30.720,30.520,3,5.308,4,28.874
