Accession,Genotype1Distance,Genotype2Distance,Genotype3Distance,Genotype4Distance,Genotype5Distance,Genotype6Distance,Genotype7Distance,Genotype8Distance,FirstChoiceGenotype,FirstChoiceDistance,SecondChoiceGenotype,SecondChoiceDistance
MG455204,27.643,32.203,32.299,24.288,31.319,31.951,36.019,30.410,4,24.288,1,27.643
MG455205,29.965,32.832,33.364,12.350,27.684,33.163,34.660,33.798,4,12.350,1,29.965
MG455206,31.650,34.521,32.107,15.356,28.773,32.967,36.871,35.135,4,15.356,1,31.650
MG455209,30.469,32.692,31.825,13.160,27.581,33.453,35.177,32.133,4,13.160,1,30.469
MG455213,27.643,30.246,31.831,24.324,28.665,31.634,35.826,31.364,4,24.324,1,27.643
MG455218,29.342,31.735,32.440,24.738,29.319,32.384,34.825,30.830,4,24.738,1,29.342
MG455220,26.934,33.744,31.876,24.456,28.270,31.784,36.298,31.048,4,24.456,1,26.934
MG455221,30.284,33.302,30.278,23.988,26.833,32.902,32.414,32.866,4,23.988,1,30.284
MG455222,30.496,32.875,31.259,10.853,27.221,32.537,34.522,33.426,4,10.853,1,30.496
MG455225,27.456,33.148,32.331,28.486,29.464,29.668,34.225,32.153,4,28.486,1,27.456
MG455229,28.599,31.687,35.272,23.388,28.995,31.082,32.964,30.559,4,23.388,1,28.599
MG455232,29.527,31.507,32.392,23.591,26.685,31.349,33.977,32.967,4,23.591,1,29.527
MG455233,30.493,34.544,31.030,24.249,28.531,31.746,35.362,34.381,4,24.249,1,30.493
MG455239,28.546,35.729,32.884,27.671,30.928,32.372,36.137,32.655,4,27.671,1,28.546
MG455242,28.031,31.404,30.183,23.423,28.141,30.979,34.406,30.986,4,23.423,1,28.031
MG455247,28.225,33.615,31.876,24.738,29.974,32.450,36.064,33.146,4,24.738,1,28.225
MG455250,31.001,34.663,31.966,14.498,28.393,33.856,36.190,31.786,4,14.498,1,31.001
MG455257,29.720,31.535,31.445,24.153,28.227,33.710,33.380,33.662,4,24.153,1,29.720
MG455258,29.590,35.102,33.178,13.398,27.684,33.300,35.366,33.272,4,13.398,1,29.590
MG455259,30.346,34.332,31.728,12.659,28.996,33.504,35.004,34.307,4,12.659,1,30.346
MG455263,29.864,35.541,32.107,13.473,29.137,33.364,35.834,34.259,4,13.473,1,29.864
MG455265,28.807,32.236,32.582,23.366,26.761,30.650,35.563,33.772,4,23.366,1,28.807
MG455269,30.688,32.970,32.436,11.910,27.927,31.902,34.840,34.017,4,11.910,1,30.688
MG455273,30.725,,34.825,12.500,28.227,33.392,34.495,33.157,4,12.500,1,30.725
MG455274,29.956,31.755,31.356,24.172,28.333,34.085,,34.077,4,24.172,1,29.956
MG455278,29.500,32.552,31.638,13.323,27.147,33.487,33.653,34.232,4,13.323,1,29.500
MG455283,29.772,33.106,32.107,11.901,27.723,32.812,35.128,33.765,4,11.901,1,29.772
MG455284,29.543,34.448,31.870,11.527,28.006,33.056,,34.359,4,11.527,1,29.543
MG455287,29.510,35.787,33.333,21.429,28.591,31.413,33.077,32.744,4,21.429,1,29.510
MG455292,29.699,,30.269,10.704,27.157,32.749,34.435,33.508,4,10.704,1,29.699
MG455295,30.980,33.836,32.295,12.434,28.209,33.765,35.583,35.086,4,12.434,1,30.980
MG455296,27.273,33.491,31.364,23.388,30.056,31.544,35.810,30.863,4,23.388,1,27.273
MG455299,27.643,31.735,31.030,24.117,29.188,32.042,34.440,30.717,4,24.117,1,27.643
MG455300,30.678,31.912,33.240,24.813,26.648,31.204,34.066,32.800,4,24.813,1,30.678
MG455302,30.062,32.647,32.143,22.840,28.107,31.495,34.073,33.177,4,22.840,1,30.062
MG455303,29.965,33.469,31.966,11.901,27.723,32.974,34.435,31.686,4,11.901,1,29.965
MG455306,30.647,33.697,32.720,13.684,27.542,32.760,35.515,33.302,4,13.684,1,30.647
MG455309,29.876,32.875,31.259,11.153,28.249,33.005,34.372,32.931,4,11.153,1,29.876
MG455311,28.128,32.062,31.876,24.625,28.478,32.231,35.874,32.483,4,24.625,1,28.128
MG455315,31.206,34.063,32.532,13.698,29.844,34.194,37.509,35.153,4,13.698,1,31.206
MG455319,28.022,34.017,31.786,23.799,30.726,31.668,34.455,31.746,4,23.799,1,28.022
MG455321,31.686,34.063,33.098,12.874,28.955,34.718,36.921,34.601,4,12.874,1,31.686
MG455324,31.272,35.821,33.569,14.543,28.289,34.508,37.652,34.515,4,14.543,1,31.272
MG455327,29.738,34.492,31.356,25.094,28.907,31.721,35.927,32.990,4,25.094,1,29.738
MG455331,30.797,34.938,32.017,12.060,27.864,32.934,34.672,33.825,4,12.060,1,30.797
MG455332,28.609,32.702,29.855,24.718,30.885,31.308,33.797,32.019,4,24.718,1,28.609
MG455333,30.239,32.923,34.901,12.051,27.864,32.749,34.948,32.225,4,12.051,1,30.239
MG455337,28.940,34.605,31.870,12.725,28.729,32.824,35.408,34.381,4,12.725,1,28.940
MG455340,27.546,31.835,30.748,24.363,30.938,31.693,33.706,31.638,4,24.363,1,27.546
MG455341,30.543,33.425,31.161,12.659,26.695,33.702,34.339,34.537,4,12.659,1,30.543
MG455345,31.089,32.695,31.117,12.874,27.260,32.824,35.851,33.426,4,12.874,1,31.089
MG455354,30.639,34.063,31.356,13.024,29.279,33.796,35.009,34.349,4,13.024,1,30.639
MG455360,30.316,32.143,32.613,23.988,28.350,31.937,34.898,34.457,4,23.988,1,30.316
MG455362,30.906,33.608,35.660,13.073,28.955,34.020,35.402,34.743,4,13.073,1,30.906
MG455364,28.682,33.065,28.430,24.963,28.314,33.978,32.597,34.238,4,24.963,1,28.682
MG455366,31.401,33.368,31.152,23.913,29.903,33.625,33.718,32.964,4,23.913,1,31.401
MG455379,29.656,,31.690,13.398,26.591,33.480,35.092,33.581,4,13.398,1,29.656
MG455381,31.371,33.516,,15.453,29.067,33.947,,33.795,4,15.453,1,31.371
MG455385,32.778,34.063,33.145,14.446,29.944,34.991,,35.985,4,14.446,1,32.778
MG455388,29.266,33.658,31.030,12.556,27.542,32.541,34.991,33.364,4,12.556,1,29.266
MG455389,32.551,,32.766,15.868,29.688,34.734,38.189,35.773,4,15.868,1,32.551
MG455392,28.425,35.032,31.542,12.201,28.006,33.456,35.503,32.593,4,12.201,1,28.425
MG455817,29.672,34.511,32.482,11.536,27.157,33.118,33.620,32.749,4,11.536,1,29.672
MG455838,27.740,31.728,31.268,24.249,31.537,31.480,35.874,32.580,4,24.249,1,27.740
MG455854,29.973,34.250,35.004,12.874,28.571,33.962,35.140,34.262,4,12.874,1,29.973
MG455855,29.281,,31.780,12.201,26.479,32.283,34.105,33.364,4,12.201,1,29.281
MG455859,29.130,32.581,32.675,23.256,30.300,32.261,34.108,32.026,4,23.256,1,29.130
MG455929,31.206,,33.711,14.820,28.854,34.667,35.846,34.228,4,14.820,1,31.206
MG455944,28.198,32.099,32.410,24.363,29.124,32.156,33.795,32.026,4,24.363,1,28.198
MG455954,27.664,32.299,31.171,24.381,27.154,31.325,33.612,32.591,4,24.381,1,27.664
MG455959,30.052,,34.796,10.254,27.298,32.556,34.798,33.641,4,10.254,1,30.052
MG455966,26.708,33.500,34.059,27.307,27.006,30.068,34.615,31.371,4,27.307,1,26.708
MG455969,30.362,34.675,31.397,12.126,27.424,33.213,35.035,34.087,4,12.126,1,30.362
MG455972,28.947,32.143,,11.892,28.147,32.558,35.689,33.308,4,11.892,1,28.947
MG455980,30.585,33.287,32.011,11.901,27.966,32.751,35.274,33.457,4,11.901,1,30.585
MG455981,30.553,36.092,33.475,25.751,30.497,33.743,,32.356,4,25.751,1,30.553
MG455983,30.156,36.072,31.972,25.094,28.608,32.558,34.072,31.844,4,25.094,1,30.156
MG455984,31.044,34.717,35.974,25.000,29.787,33.583,35.734,34.454,4,25.000,1,31.044
MG455996,31.846,33.799,32.249,13.258,28.249,34.196,36.364,33.833,4,13.258,1,31.846
MG456003,28.470,33.929,33.175,29.583,31.105,30.473,33.938,30.800,4,29.583,1,28.470
MG456007,28.000,30.926,32.605,27.563,29.505,29.748,33.364,30.825,4,27.563,1,28.000
MG456008,27.255,31.312,30.769,23.781,30.400,31.410,35.420,31.157,4,23.781,1,27.255
MG456010,28.267,31.933,32.079,26.158,28.642,29.573,33.681,32.271,4,26.158,1,28.267
MG456014,28.673,30.988,31.448,24.042,29.832,30.633,31.994,31.846,4,24.042,1,28.673
MG456017,28.419,30.085,31.083,23.481,27.094,32.072,34.646,31.703,4,23.481,1,28.419
MG456019,30.784,33.385,32.390,13.008,28.955,34.225,36.061,34.051,4,13.008,1,30.784
MG456038,30.499,33.243,32.295,12.285,27.864,33.425,35.800,33.980,4,12.285,1,30.499
MG456059,30.169,33.743,33.098,14.596,28.393,34.173,35.646,33.862,4,14.596,1,30.169
MG456064,29.672,34.473,30.606,13.099,27.440,33.272,35.109,33.642,4,13.099,1,29.672
MG456075,30.142,33.379,31.542,12.171,27.723,32.410,34.930,33.210,4,12.171,1,30.142
MG456097,29.760,33.604,32.295,11.976,28.430,32.540,34.847,33.457,4,11.976,1,29.760
MG456107,30.776,,32.436,12.575,27.004,32.884,35.708,33.766,4,12.575,1,30.776
MG456114,30.515,33.836,31.445,13.623,28.147,33.199,35.577,34.448,4,13.623,1,30.515
MG456123,30.093,33.560,31.870,13.249,28.713,31.514,35.057,34.805,4,13.249,1,30.093
MG456125,31.095,32.821,31.117,11.976,27.016,33.778,35.821,34.389,4,11.976,1,31.095
MG456130,29.336,32.429,30.226,11.302,28.147,32.807,35.777,33.736,4,11.302,1,29.336
MG456133,30.037,34.669,33.828,13.623,27.825,33.425,34.892,33.364,4,13.623,1,30.037
MG456149,30.354,,33.488,13.858,28.571,32.994,35.350,33.364,4,13.858,1,30.354
MG456170,28.597,34.121,31.831,23.706,29.265,32.540,35.847,31.627,4,23.706,1,28.597
MG456176,29.832,33.197,31.020,13.174,29.279,33.573,35.017,34.633,4,13.174,1,29.832
MG456185,29.903,33.562,,15.108,27.440,33.272,33.195,34.070,4,15.108,1,29.903
MG456191,30.097,,32.436,12.715,28.592,31.405,34.464,33.824,4,12.715,1,30.097
MG456194,30.373,33.106,31.419,11.461,28.147,32.892,34.847,33.704,4,11.461,1,30.373
MG456196,30.971,33.973,35.075,13.997,29.420,33.514,36.547,34.819,4,13.997,1,30.971
MG456208,29.601,33.699,31.161,12.425,28.571,32.380,35.714,32.932,4,12.425,1,29.601
MG456215,29.983,33.516,31.586,12.285,27.864,32.857,34.752,33.550,4,12.285,1,29.983
MG456239,29.990,34.084,31.950,25.357,27.917,31.574,33.795,34.250,4,25.357,1,29.990
MG456247,31.053,34.326,30.791,12.575,26.977,33.026,34.125,32.870,4,12.575,1,31.053
MG456258,27.963,33.516,31.064,11.677,26.836,33.538,35.162,33.519,4,11.677,1,27.963
MG456268,26.957,32.011,33.333,28.571,31.157,29.526,32.629,30.361,4,28.571,1,26.957
MG456277,29.396,32.055,33.890,12.575,26.870,33.056,34.699,32.925,4,12.575,1,29.396
MG456278,31.639,34.200,31.825,16.243,30.367,35.300,36.866,34.566,4,16.243,1,31.639
MG456279,28.128,31.786,34.181,23.781,31.200,32.987,33.147,31.194,4,23.781,1,28.128
MG456283,29.039,32.832,31.915,12.201,27.581,33.057,35.088,34.194,4,12.201,1,29.039
MG456291,28.012,31.638,31.356,24.513,30.464,32.312,33.986,31.306,4,24.513,1,28.012
MG456297,28.735,33.799,31.238,27.604,31.516,30.662,35.552,30.638,4,27.604,1,28.735
MG456301,29.412,34.200,32.163,29.583,29.453,30.626,34.089,31.369,4,29.583,1,29.412
MG456314,27.158,30.942,32.158,23.538,28.141,30.631,35.733,32.090,4,23.538,1,27.158
MG456322,30.107,33.894,28.711,23.692,28.333,32.750,31.912,32.316,4,23.692,1,30.107
MG456328,30.850,32.517,34.233,11.610,28.713,31.841,34.443,33.488,4,11.610,1,30.850
MG456336,27.704,33.287,32.392,27.074,30.213,29.860,34.813,30.479,4,27.074,1,27.704
MG456338,30.110,33.786,31.400,13.783,28.430,32.935,34.085,34.647,4,13.783,1,30.110
MG456345,29.876,33.333,35.152,12.285,28.289,32.320,34.419,33.333,4,12.285,1,29.876
MG456363,28.959,34.156,31.445,12.725,27.119,33.148,35.470,31.481,4,12.725,1,28.959
MG456365,29.015,32.967,32.166,23.781,28.479,31.452,34.570,32.623,4,23.781,1,29.015
MG456370,27.957,33.103,30.014,22.014,28.344,32.192,33.801,33.459,4,22.014,1,27.957
MG456371,26.718,33.650,30.606,23.463,28.068,31.262,35.014,31.895,4,23.463,1,26.718
MG456373,30.416,34.508,31.870,11.809,28.107,33.026,35.259,33.333,4,11.809,1,30.416
MG456379,33.155,33.774,31.073,25.970,28.255,34.185,33.380,32.365,4,25.970,1,33.155
MG456390,30.185,33.926,31.542,11.386,28.430,32.964,35.274,33.766,4,11.386,1,30.185
MG456394,32.159,33.427,30.932,23.071,26.565,35.264,35.939,33.302,4,23.071,1,32.159
MG456395,33.067,36.115,,16.766,30.127,35.276,37.500,35.768,4,16.766,1,33.067
MG456400,28.644,35.502,32.869,12.575,27.119,33.064,36.101,33.889,4,12.575,1,28.644
MG456401,28.093,33.608,32.588,11.751,26.695,32.425,35.453,32.963,4,11.751,1,28.093
MG456402,28.093,33.608,32.588,11.751,26.695,32.425,35.453,32.963,4,11.751,1,28.093
MG456404,30.107,,32.011,11.760,28.430,32.841,34.452,35.184,4,11.760,1,30.107
MG456418,30.736,33.470,31.356,12.285,27.606,32.567,34.367,33.364,4,12.285,1,30.736
MG456420,27.756,31.224,31.528,24.195,30.940,31.191,35.389,31.402,4,24.195,1,27.756
MG456426,29.485,32.143,32.676,24.643,31.066,32.498,36.748,31.579,4,24.643,1,29.485
MG456427,27.489,34.181,32.519,29.083,31.569,28.321,33.408,31.162,4,29.083,1,27.489
MG456429,29.787,33.242,31.825,11.536,28.006,32.620,34.134,31.714,4,11.536,1,29.787
MG456431,27.546,30.780,31.171,23.913,27.989,31.476,32.859,31.623,4,23.913,1,27.546
MG456445,31.386,33.003,32.578,13.099,26.836,32.377,35.470,34.254,4,13.099,1,31.386
MG456449,28.991,32.418,31.579,24.231,27.448,32.405,33.611,30.171,4,24.231,1,28.991
MG456459,30.568,32.650,32.436,12.500,28.039,33.129,35.512,34.291,4,12.500,1,30.568
MG983312,28.336,,32.538,11.765,27.891,32.020,33.844,32.060,4,11.765,1,28.336
MG983313,27.842,,32.767,11.256,28.862,31.856,33.333,31.561,4,11.256,1,27.842
MG983316,28.862,34.958,30.835,12.121,29.592,31.017,35.017,32.770,4,12.121,1,28.862
MG983342,30.256,33.630,33.390,21.331,28.498,30.427,32.865,30.900,4,21.331,5,28.498
MG983353,29.402,32.321,,20.137,26.962,29.004,32.686,29.983,4,20.137,5,26.962
MG983356,28.501,33.616,31.186,21.087,28.426,30.102,32.874,30.221,4,21.087,1,28.501
MG983358,28.099,34.725,30.964,12.706,29.392,30.523,34.151,31.933,4,12.706,1,28.099
MG983379,28.099,33.224,31.973,12.850,28.183,31.691,34.014,33.056,4,12.850,1,28.099
MG983381,27.653,,32.113,12.620,29.118,31.942,33.668,32.897,4,12.620,1,27.653
MG983390,29.027,32.918,31.615,19.598,28.227,29.663,33.217,29.706,4,19.598,5,28.227
MG983391,28.571,32.562,31.356,18.647,27.656,29.130,32.867,29.863,4,18.647,5,27.656
MG983396,27.575,32.028,30.847,19.339,27.288,29.485,32.642,29.831,4,19.339,1,27.575
MG983397,29.353,,31.904,11.697,29.160,31.281,33.564,32.888,4,11.697,1,29.353
MG983398,29.470,,31.911,11.987,29.060,31.229,33.737,32.612,4,11.987,5,29.060
MG983404,28.405,32.746,32.258,20.496,27.863,29.701,33.681,29.698,4,20.496,5,27.863
MG983405,28.353,32.562,31.919,20.918,27.521,29.663,33.684,29.492,4,20.918,5,27.521
MH119606,30.639,34.651,32.113,11.982,28.907,33.519,36.253,33.881,4,11.982,1,30.639
MH380041,25.291,30.473,31.502,19.437,28.035,,28.881,30.060,4,19.437,1,25.291
MH380042,27.880,32.468,32.305,20.513,28.084,30.378,33.929,30.269,4,20.513,1,27.880
MH380043,25.581,30.769,31.868,19.718,28.324,,28.674,30.357,4,19.718,1,25.581
MH380044,25.291,30.769,31.752,19.718,28.242,,28.674,30.357,4,19.718,1,25.291
MH477417,29.388,32.584,30.556,22.646,28.281,29.661,29.787,33.333,4,22.646,1,29.388
MH477418,30.426,32.816,31.825,25.689,27.816,32.485,33.150,33.399,4,25.689,1,30.426
MH477421,21.186,30.286,,33.729,30.802,34.025,,30.481,4,33.729,1,21.186
MH477422,26.667,,,19.075,26.562,30.973,,27.737,4,19.075,1,26.667
MH477424,30.776,33.300,29.562,24.701,26.704,31.210,34.174,32.040,4,24.701,1,30.776
MH477426,31.734,34.783,29.167,25.934,26.039,30.612,33.333,30.552,4,25.934,5,26.039
MH703668,27.806,,35.181,27.143,29.126,27.981,,32.439,4,27.143,6,27.981
MH703669,31.746,,31.490,25.439,29.369,29.327,33.413,31.624,4,25.439,6,29.327
MH703686,31.450,30.040,33.729,29.665,31.971,31.719,33.654,32.530,4,29.665,6,31.719
MH703694,35.714,34.400,35.194,33.333,33.438,,,33.234,4,33.333,8,33.234
MH703702,31.265,30.830,32.103,29.858,30.733,30.788,34.940,31.981,4,29.858,6,30.788
MH742360,29.086,33.930,29.630,23.871,25.853,32.967,34.656,32.554,4,23.871,1,29.086
MH742362,29.799,33.107,29.718,22.717,27.214,29.434,33.673,30.513,4,22.717,1,29.799
MH742363,29.144,33.304,29.373,24.519,25.691,29.858,32.549,30.139,4,24.519,1,29.144
MH742364,27.467,32.109,33.283,28.083,30.550,29.740,33.878,29.600,4,28.083,1,27.467
MH742365,28.128,32.929,31.144,23.445,27.719,32.900,33.637,32.405,4,23.445,1,28.128
MH742366,27.734,33.022,31.111,22.314,25.176,31.903,,32.619,4,22.314,1,27.734
MH742367,28.923,32.242,32.339,23.767,28.811,31.844,34.270,32.493,4,23.767,1,28.923
MH742368,27.156,32.970,30.495,26.449,29.067,30.948,34.734,31.186,4,26.449,1,27.156
MH742369,27.763,32.264,32.113,22.673,27.221,32.596,34.052,32.574,4,22.673,1,27.763
MH742370,26.838,33.608,33.184,28.390,30.455,28.385,32.723,29.760,4,28.390,1,26.838
MH742371,27.507,32.561,32.261,28.466,29.571,29.147,34.708,29.010,4,28.466,1,27.507
MH743147,27.718,36.200,32.740,29.610,29.260,33.023,36.271,32.545,4,29.610,1,27.718
MH743148,30.776,39.061,35.196,31.673,31.022,33.673,37.626,35.071,4,31.673,1,30.776
MH743149,26.888,35.194,31.554,27.491,27.586,30.826,35.204,31.693,4,27.491,1,26.888
MH743150,29.067,,,30.752,31.375,33.706,36.422,35.042,4,30.752,1,29.067
MK093752,25.000,31.006,31.990,19.704,28.678,29.412,28.873,28.571,4,19.704,1,25.000
MK093754,27.154,33.427,,14.322,29.834,30.337,29.181,31.356,4,14.322,1,27.154
MK093762,25.789,31.361,32.240,19.372,28.493,28.994,28.881,28.274,4,19.372,1,25.789
MK170208,25.000,31.006,31.990,19.704,28.678,29.412,28.873,28.571,4,19.704,1,25.000
MK170210,27.415,33.427,,14.322,30.110,30.618,29.181,31.638,4,14.322,1,27.415
MK170218,25.789,31.361,32.240,19.372,28.493,28.994,28.881,28.274,4,19.372,1,25.789
DQ095861,,,,30.667,,29.000,,,4,30.667,6,29.000
DQ418782,29.991,34.248,30.835,12.126,28.006,32.796,33.857,33.179,4,12.126,1,29.991
DQ418783,29.336,,33.050,11.835,27.723,32.505,34.813,32.995,4,11.835,1,29.336
DQ418784,30.319,34.847,32.578,12.809,27.581,32.790,34.696,33.610,4,12.809,1,30.319
DQ418785,30.362,32.337,34.691,13.024,28.996,31.948,35.294,33.425,4,13.024,1,30.362
DQ418786,28.344,31.918,30.621,23.406,27.320,30.939,33.057,30.603,4,23.406,1,28.344
DQ418787,30.107,32.650,31.117,11.153,28.006,32.687,34.805,33.765,4,11.153,1,30.107
DQ418788,29.876,33.515,31.445,10.969,27.016,32.320,34.367,32.440,4,10.969,1,29.876
DQ418789,29.221,33.150,33.799,11.228,27.887,31.651,35.402,34.207,4,11.228,1,29.221
DQ516083,28.807,32.709,31.631,23.913,28.927,32.798,34.691,34.051,4,23.913,1,28.807
DQ516084,29.921,32.650,31.542,11.386,26.836,32.903,34.513,33.302,4,11.386,1,29.921
DQ988073,28.335,31.939,30.889,11.677,27.298,32.518,33.741,33.583,4,11.677,1,28.335
DQ988074,31.028,34.337,31.638,12.874,28.773,32.779,34.825,34.076,4,12.874,1,31.028
DQ988075,31.311,33.333,36.874,15.569,30.367,33.640,36.917,34.879,4,15.569,1,31.311
DQ988076,28.698,32.558,30.552,12.332,27.285,32.413,34.146,33.272,4,12.332,1,28.698
DQ988077,30.049,34.358,32.011,11.070,28.006,32.688,34.983,34.604,4,11.070,1,30.049
DQ988078,30.851,35.327,31.542,12.378,28.147,33.483,36.526,34.196,4,12.378,1,30.851
DQ988079,30.383,33.562,31.870,11.219,28.147,33.363,35.361,33.549,4,11.219,1,30.383
EF589160,30.776,32.802,33.207,24.326,26.944,33.088,35.005,33.491,4,24.326,1,30.776
EF589161,30.469,33.209,29.420,25.074,26.316,30.488,32.698,32.895,4,25.074,1,30.469
OR497850,28.808,,34.457,29.868,31.589,31.142,34.101,31.769,4,29.868,1,28.808
OR497851,28.506,33.197,34.223,29.456,31.070,30.093,33.449,30.539,4,29.456,1,28.506
OR497852,29.821,34.243,33.682,31.245,32.107,31.293,36.170,31.900,4,31.245,1,29.821
OR497853,28.648,32.203,31.453,23.688,30.056,31.250,35.989,30.791,4,23.688,1,28.648
OR497854,27.837,32.485,31.364,23.538,30.816,31.191,35.389,31.203,4,23.538,1,27.837
OR497855,28.128,32.203,31.453,23.521,30.916,30.842,35.567,30.979,4,23.521,1,28.128
OR497856,28.470,32.203,31.312,23.688,30.614,31.250,35.478,30.603,4,23.688,1,28.470
OR497857,28.225,31.921,31.461,23.913,31.118,31.504,35.093,30.125,4,23.913,1,28.225
OR497858,28.838,30.825,31.921,23.613,30.938,31.797,33.427,32.649,4,23.613,1,28.838
OR497859,29.001,34.787,32.676,24.588,29.188,32.136,35.584,33.209,4,24.588,1,29.001
OR497860,27.934,32.174,31.224,24.063,30.816,31.569,34.266,31.109,4,24.063,1,27.934
OR497861,27.837,31.921,31.453,23.613,30.715,31.315,35.778,30.885,4,23.613,1,27.837
OR497862,27.643,31.497,30.802,23.463,30.312,31.126,33.846,30.733,4,23.463,1,27.643
OR497863,27.352,31.638,31.171,23.446,30.916,31.220,35.567,31.921,4,23.446,1,27.352
OR497864,27.158,31.497,31.030,23.296,30.816,31.126,35.478,31.846,4,23.296,1,27.158
OR497865,29.004,32.555,30.889,23.988,30.708,31.784,33.654,31.356,4,23.988,1,29.004
OR497866,27.255,30.704,30.889,23.724,30.111,30.878,35.589,30.553,4,23.724,1,27.255
OR497867,27.478,31.638,31.594,23.913,30.962,31.096,33.566,31.103,4,23.913,1,27.478
OR497868,27.246,32.324,31.171,24.138,28.590,31.853,34.266,31.733,4,24.138,1,27.246
OR497869,29.312,32.062,31.171,23.613,30.483,31.191,34.126,30.508,4,23.613,1,29.312
OR497870,28.217,34.665,31.323,27.973,29.341,30.306,34.690,32.008,4,27.973,1,28.217
OR497871,24.806,34.266,31.791,27.354,27.732,29.953,34.133,32.079,4,27.354,1,24.806
OR497873,28.137,30.429,32.306,24.242,27.581,31.204,34.814,32.156,4,24.242,1,28.137
OR497874,29.347,33.653,31.259,10.853,27.260,32.995,33.967,33.983,4,10.853,1,29.347
OR497875,29.229,33.266,30.552,11.955,26.450,32.556,34.916,32.655,4,11.955,1,29.229
OR497956,28.627,34.804,33.074,21.967,27.286,31.970,34.779,32.767,4,21.967,1,28.627
OR497988,29.132,32.187,30.098,24.963,26.105,32.493,34.028,32.347,4,24.963,1,29.132
OR594285,28.322,34.006,29.887,23.966,30.345,32.218,34.987,32.657,4,23.966,1,28.322
Y11604,31.321,33.603,32.484,0.000,28.411,33.028,35.294,32.570,4,0.000,1,31.321
AB725987,30.751,,,13.333,26.829,33.953,35.762,31.081,4,13.333,1,30.751
AB725988,31.590,,,11.704,,34.977,36.128,35.493,4,11.704,1,31.590
AB725989,33.121,,,13.314,,34.743,,36.210,4,13.314,1,33.121
AB725990,32.909,,,14.667,,24.561,,35.765,4,14.667,1,32.909
AB725991,32.839,,,13.926,,35.011,33.333,34.156,4,13.926,1,32.839
AB725992,30.163,,,14.053,,34.725,33.617,37.261,4,14.053,1,30.163
AB725993,30.352,33.333,,13.166,,35.826,25.962,,4,13.166,1,30.352
AB725994,33.898,,,14.519,,,,32.237,4,14.519,1,33.898
AB725995,32.041,,,13.333,25.490,35.463,,35.294,4,13.333,1,32.041
AB725996,29.539,,,14.074,,34.716,36.295,32.857,4,14.074,1,29.539
AB725997,31.529,,,12.870,,33.410,34.400,28.774,4,12.870,1,31.529
AB725998,33.402,,,15.976,,34.988,29.048,27.465,4,15.976,1,33.402
AB725999,33.121,,34.783,13.314,,35.430,,36.210,4,13.314,1,33.121
AB726000,31.967,30.539,,13.018,,34.834,34.581,34.043,4,13.018,1,31.967
AB726001,32.444,,,14.074,27.731,,,36.085,4,14.074,1,32.444
AB726002,31.992,,,13.926,,,,35.363,4,13.926,1,31.992
AB726003,30.801,29.091,,13.166,,,,33.924,4,13.166,1,30.801
AB726004,30.623,,,13.037,,34.123,34.199,27.465,4,13.037,1,30.623
AB726005,32.627,,,12.202,,34.813,33.475,,4,12.202,1,32.627
AB726006,31.356,35.749,,11.407,,34.660,35.866,34.353,4,11.407,1,31.356
AB726007,32.627,,,14.519,23.529,,33.475,,4,14.519,1,32.627
AB726008,32.992,,,13.609,,30.660,,34.419,4,13.609,1,32.992
AB726009,31.622,,,14.519,,,34.505,25.000,4,14.519,1,31.622
AB726010,33.475,,,12.148,,34.259,36.530,33.729,4,12.148,1,33.475
