Accession,AssignedGenotype,Subtype1aDistance,Subtype1aDistance,Subtype1bDistance,Subtype1bDistance,Subtype1cDistance,Subtype1cDistance,Subtype1dDistance,Subtype1eDistance,Subtype1eDistance,Subtype1gDistance,Subtype1gDistance,Subtype1hDistance,Subtype1hDistance,Subtype1iDistance,Subtype1jDistance,Subtype1kDistance,Subtype1lDistance,Subtype1lDistance,Subtype1mDistance,Subtype1mDistance,Subtype1nDistance,Subtype1nDistance,Subtype1oDistance,Subtype1oDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
ON506795,1,10.184,10.184,21.635,21.635,19.113,19.113,22.828,21.356,21.356,20.443,20.443,22.241,22.241,22.896,17.195,14.858,24.708,24.708,18.289,18.289,16.865,16.865,21.997,21.997,1a,10.184,1k,14.858
ON506797,1,5.592,5.592,21.546,21.546,20.432,20.432,22.368,22.862,22.862,20.888,20.888,22.039,22.039,22.533,17.599,15.132,23.849,23.849,17.327,17.327,16.612,16.612,20.270,20.270,1a,5.592,1k,15.132
ON506802,1,24.013,24.013,8.388,8.388,24.463,24.463,16.283,24.178,24.178,21.346,21.346,22.368,22.368,14.286,22.368,23.026,22.951,22.951,23.802,23.802,23.849,23.849,22.149,22.149,1b,8.388,1i,14.286
ON506803,1,9.223,9.223,21.197,21.197,19.167,19.167,23.263,22.690,22.690,21.880,21.880,21.129,21.129,21.521,18.639,15.858,24.311,24.311,17.420,17.420,17.961,17.961,21.301,21.301,1a,9.223,1k,15.858
ON506804,1,9.493,9.493,21.405,21.405,20.331,20.331,22.876,22.975,22.975,22.095,22.095,22.023,22.023,21.746,19.149,15.548,24.257,24.257,18.287,18.287,17.349,17.349,20.559,20.559,1a,9.493,1k,15.548
ON506806,1,24.394,24.394,8.738,8.738,23.740,23.740,17.180,23.825,23.825,20.550,20.550,21.648,21.648,15.534,22.366,21.325,23.139,23.139,23.825,23.825,22.617,22.617,22.439,22.439,1b,8.738,1i,15.534
ON506807,1,7.856,7.856,20.718,20.718,19.015,19.015,22.838,22.422,22.422,22.095,22.095,21.370,21.370,20.881,18.003,15.548,23.732,23.732,17.172,17.172,17.512,17.512,20.984,20.984,1a,7.856,1k,15.548
ON506809,1,7.917,7.917,22.165,22.165,19.304,19.304,23.711,23.368,23.368,21.170,21.170,21.441,21.441,21.714,19.039,16.695,23.024,23.024,18.653,18.653,18.072,18.072,21.934,21.934,1a,7.917,1k,16.695
ON506811,1,8.414,8.414,20.874,20.874,18.792,18.792,22.690,23.177,23.177,21.556,21.556,20.806,20.806,21.845,18.314,15.049,23.263,23.263,17.724,17.724,17.476,17.476,20.976,20.976,1a,8.414,1k,15.049
ON506812,1,7.282,7.282,21.036,21.036,19.118,19.118,22.294,21.613,21.613,20.421,20.421,21.452,21.452,21.197,18.152,15.534,24.194,24.194,18.344,18.344,16.181,16.181,20.163,20.163,1a,7.282,1k,15.534
ON506814,1,7.875,7.875,22.445,22.445,20.000,20.000,23.443,21.363,21.363,19.112,19.112,21.269,21.269,21.755,18.657,14.835,23.462,23.462,17.647,17.647,17.949,17.949,20.037,20.037,1a,7.875,1k,14.835
ON506816,1,8.914,8.914,22.366,22.366,20.295,20.295,23.987,23.339,23.339,22.204,22.204,22.456,22.456,22.204,17.504,15.235,24.635,24.635,18.211,18.211,17.504,17.504,21.498,21.498,1a,8.914,1k,15.235
ON506820,1,4.671,4.671,21.626,21.626,19.755,19.755,22.375,23.529,23.529,21.280,21.280,21.034,21.034,21.762,17.647,15.225,23.702,23.702,17.504,17.504,17.128,17.128,20.312,20.312,1a,4.671,1k,15.225
ON506821,1,8.503,8.503,20.802,20.802,17.289,17.289,23.282,22.394,22.394,20.077,20.077,20.148,20.148,20.802,18.519,15.213,23.166,23.166,18.497,18.497,17.745,17.745,19.806,19.806,1a,8.503,1k,15.213
ON506823,1,7.605,7.605,22.168,22.168,18.954,18.954,23.663,22.853,22.853,22.204,22.204,20.968,20.968,21.845,18.476,15.049,24.556,24.556,18.374,18.374,17.314,17.314,21.138,21.138,1a,7.605,1k,15.049
ON506824,1,8.511,8.511,20.881,20.881,19.015,19.015,23.895,23.127,23.127,22.422,22.422,21.860,21.860,22.259,17.349,15.385,24.714,24.714,17.734,17.734,16.313,16.313,20.724,20.724,1a,8.511,1k,15.385
ON123730,1,4.085,4.085,20.321,20.321,19.565,19.565,21.731,21.925,21.925,21.071,21.071,22.478,22.478,21.326,17.052,14.947,23.929,23.929,14.643,14.643,16.844,16.844,20.287,20.287,1a,4.085,1k,14.947
ON123731,1,4.255,4.255,20.107,20.107,19.530,19.530,21.507,21.886,21.886,21.034,21.034,22.261,22.261,21.109,17.021,14.920,23.886,23.886,14.439,14.439,16.814,16.814,20.072,20.072,1a,4.255,1m,14.439
ON123732,1,23.145,23.145,9.481,9.481,21.700,21.700,17.584,22.460,22.460,21.109,21.109,22.380,22.380,13.645,20.708,19.716,23.529,23.529,21.174,21.174,21.986,21.986,20.917,20.917,1b,9.481,1i,13.645
ON123733,1,22.361,22.361,8.393,8.393,23.508,23.508,14.920,22.719,22.719,18.784,18.784,22.719,22.719,14.004,21.670,21.468,23.256,23.256,22.321,22.321,22.361,22.361,21.828,21.828,1b,8.393,1i,14.004
ON123734,1,21.137,21.137,7.951,7.951,21.661,21.661,15.206,23.571,23.571,21.071,21.071,22.202,22.202,14.638,21.109,20.147,22.067,22.067,19.786,19.786,22.025,22.025,20.404,20.404,1b,7.951,1i,14.638
ON123735,1,22.263,22.263,9.041,9.041,22.099,22.099,14.338,23.035,23.035,21.519,21.519,21.245,21.245,15.301,23.133,21.207,21.062,21.062,20.849,20.849,21.850,21.850,20.588,20.588,1b,9.041,1d,14.338
ON123736,1,22.344,22.344,8.834,8.834,22.085,22.085,16.399,22.615,22.615,21.685,21.685,22.558,22.558,15.344,21.034,20.583,21.915,21.915,21.005,21.005,22.460,22.460,22.122,22.122,1b,8.834,1i,15.344
PQ365497,1,7.668,7.668,22.045,22.045,19.935,19.935,23.750,24.242,24.242,22.484,22.484,24.181,24.181,22.611,18.310,17.085,23.126,23.126,16.990,16.990,16.901,16.901,22.364,22.364,1a,7.668,1n,16.901
PQ365499,1,6.416,6.416,21.575,21.575,20.537,20.537,22.257,23.270,23.270,21.069,21.069,22.692,22.692,21.698,16.693,15.566,22.414,22.414,17.247,17.247,17.214,17.214,20.886,20.886,1a,6.416,1k,15.566
PQ365500,1,5.321,5.321,20.879,20.879,18.957,18.957,21.226,22.449,22.449,20.440,20.440,21.753,21.753,21.226,16.063,14.623,23.077,23.077,15.823,15.823,16.069,16.069,20.253,20.253,1a,5.321,1k,14.623
PQ365503,1,6.886,6.886,22.520,22.520,19.381,19.381,23.520,23.139,23.139,22.013,22.013,23.245,23.245,22.187,18.310,15.204,23.175,23.175,16.799,16.799,15.962,15.962,22.258,22.258,1a,6.886,1k,15.204
PQ365507,1,6.260,6.260,22.677,22.677,20.221,20.221,22.799,23.270,23.270,21.226,21.226,22.933,22.933,22.449,17.953,15.566,23.585,23.585,16.478,16.478,16.901,16.901,22.310,22.310,1a,6.260,1k,15.566
PQ365510,1,23.899,23.899,10.692,10.692,23.786,23.786,17.953,22.484,22.484,20.722,20.722,23.113,23.113,16.824,22.205,20.440,22.727,22.727,21.732,21.732,22.327,22.327,21.361,21.361,1b,10.692,1i,16.824
PQ365516,1,8.138,8.138,22.684,22.684,20.425,20.425,24.409,22.807,22.807,22.642,22.642,24.025,24.025,23.445,19.370,16.352,24.242,24.242,18.285,18.285,18.466,18.466,22.843,22.843,1a,8.138,1k,16.352
PQ365527,1,6.103,6.103,21.890,21.890,20.379,20.379,22.327,23.391,23.391,21.226,21.226,22.379,22.379,22.013,16.535,16.195,23.077,23.077,17.405,17.405,17.214,17.214,21.203,21.203,1a,6.103,1k,16.195
PQ365533,1,5.947,5.947,21.575,21.575,19.905,19.905,22.205,23.428,23.428,21.069,21.069,22.066,22.066,22.013,16.063,15.723,22.920,22.920,17.089,17.089,16.901,16.901,20.886,20.886,1a,5.947,1k,15.723
PQ419895,1,23.005,23.005,22.835,22.835,22.677,22.677,24.252,9.591,9.591,16.038,16.038,21.384,21.384,21.384,23.113,21.773,20.912,20.912,22.871,22.871,22.170,22.170,21.136,21.136,1e,9.591,1g,16.038
PQ419896,1,20.879,20.879,18.868,18.868,22.275,22.275,20.787,16.981,16.981,6.447,6.447,21.855,21.855,20.126,23.113,20.344,22.170,22.170,22.310,22.310,21.069,21.069,22.310,22.310,1g,6.447,1e,16.981
MT863942,1,8.214,8.214,20.714,20.714,21.429,21.429,23.684,23.132,23.132,23.022,23.022,22.932,22.932,23.843,19.048,19.414,20.974,20.974,19.776,19.776,20.714,20.714,23.488,23.488,1a,8.214,1j,19.048
MT863943,1,7.857,7.857,20.357,20.357,21.071,21.071,23.308,22.776,22.776,22.662,22.662,22.556,22.556,23.488,18.681,19.048,20.599,20.599,19.403,19.403,20.357,20.357,23.132,23.132,1a,7.857,1j,18.681
MT863945,1,5.338,5.338,19.929,19.929,18.505,18.505,22.472,22.143,22.143,22.420,22.420,20.599,20.599,22.143,17.438,17.082,20.000,20.000,18.345,18.345,18.149,18.149,21.223,21.223,1a,5.338,1k,17.082
MT863946,1,7.473,7.473,20.641,20.641,19.573,19.573,25.564,23.214,23.214,24.199,24.199,20.225,20.225,23.214,17.438,16.370,21.091,21.091,19.784,19.784,19.217,19.217,22.302,22.302,1a,7.473,1k,16.370
MT863947,1,5.338,5.338,19.929,19.929,18.505,18.505,22.472,22.143,22.143,22.420,22.420,20.599,20.599,22.143,17.438,17.082,20.000,20.000,18.345,18.345,18.149,18.149,21.223,21.223,1a,5.338,1k,17.082
MT863948,1,9.502,9.502,20.379,20.379,19.231,19.231,24.490,23.923,23.923,22.439,22.439,20.856,20.856,21.762,17.476,16.418,19.681,19.681,18.000,18.000,18.653,18.653,22.488,22.488,1a,9.502,1k,16.418
MT863949,1,5.338,5.338,19.929,19.929,18.505,18.505,22.472,22.143,22.143,22.420,22.420,20.599,20.599,22.143,17.438,17.082,20.000,20.000,18.345,18.345,18.149,18.149,21.223,21.223,1a,5.338,1k,17.082
MT863954,1,8.541,8.541,19.217,19.217,19.217,19.217,23.322,20.714,20.714,22.776,22.776,20.225,20.225,22.500,16.726,16.726,21.012,21.012,20.863,20.863,17.794,17.794,21.978,21.978,1a,8.541,1k,16.726
MT863955,1,8.541,8.541,18.861,18.861,18.861,18.861,23.322,20.357,20.357,22.420,22.420,20.225,20.225,22.500,16.370,16.370,21.012,21.012,20.863,20.863,17.794,17.794,21.612,21.612,1a,8.541,1k,16.370
MT863958,1,6.050,6.050,20.285,20.285,18.505,18.505,21.805,18.929,18.929,22.420,22.420,20.225,20.225,22.266,17.082,16.370,20.623,20.623,18.345,18.345,19.217,19.217,20.077,20.077,1a,6.050,1k,16.370
MT863959,1,5.338,5.338,19.573,19.573,17.794,17.794,21.053,18.214,18.214,21.708,21.708,19.476,19.476,21.484,16.370,15.658,19.844,19.844,17.626,17.626,18.505,18.505,19.305,19.305,1a,5.338,1k,15.658
MT863966,1,7.117,7.117,20.641,20.641,19.929,19.929,24.345,22.143,22.143,22.794,22.794,20.225,20.225,24.286,17.794,17.082,21.455,21.455,20.149,20.149,19.573,19.573,22.794,22.794,1a,7.117,1k,17.082
MT863967,1,6.406,6.406,19.929,19.929,19.573,19.573,23.970,21.429,21.429,22.776,22.776,19.476,19.476,23.571,17.082,16.370,21.091,21.091,20.144,20.144,18.861,18.861,22.344,22.344,1a,6.406,1k,16.370
MT863972,1,6.762,6.762,20.641,20.641,19.929,19.929,20.301,19.643,19.643,21.352,21.352,19.101,19.101,22.008,16.370,15.658,21.705,21.705,17.153,17.153,17.794,17.794,20.438,20.438,1a,6.762,1k,15.658
MT863973,1,6.050,6.050,20.641,20.641,19.217,19.217,20.301,19.643,19.643,21.352,21.352,18.352,18.352,21.805,15.658,14.947,20.930,20.930,16.906,16.906,17.082,17.082,20.144,20.144,1a,6.050,1k,14.947
MT863976,1,6.093,6.093,20.144,20.144,17.563,17.563,22.957,19.856,19.856,21.864,21.864,18.727,18.727,22.022,15.827,15.771,23.381,23.381,18.478,18.478,17.204,17.204,19.259,19.259,1a,6.093,1k,15.771
MT863977,1,6.093,6.093,20.504,20.504,17.563,17.563,22.481,19.856,19.856,21.864,21.864,18.727,18.727,22.022,15.827,15.771,22.662,22.662,18.478,18.478,17.204,17.204,19.259,19.259,1a,6.093,1k,15.771
MT863978,1,6.050,6.050,19.929,19.929,18.505,18.505,22.472,22.143,22.143,21.691,21.691,20.599,20.599,22.143,17.438,17.082,19.273,19.273,18.284,18.284,18.149,18.149,21.223,21.223,1a,6.050,1k,17.082
MT863979,1,6.093,6.093,20.504,20.504,17.921,17.921,22.481,20.217,20.217,22.222,22.222,18.727,18.727,22.022,16.187,16.129,22.662,22.662,18.841,18.841,17.563,17.563,19.630,19.630,1a,6.093,1k,16.129
MT863980,1,19.573,19.573,26.217,26.217,26.592,26.592,30.037,25.769,25.769,29.885,29.885,29.213,29.213,27.542,25.000,25.979,27.925,27.925,28.030,28.030,25.979,25.979,28.958,28.958,1a,19.573,1j,25.000
MT863981,1,4.626,4.626,21.708,21.708,19.929,19.929,21.723,20.357,20.357,22.064,22.064,21.348,21.348,24.286,16.726,17.082,21.091,21.091,17.986,17.986,18.505,18.505,21.583,21.583,1a,4.626,1j,16.726
MT863984,1,7.885,7.885,20.229,20.229,21.147,21.147,24.194,22.137,22.137,22.901,22.901,22.642,22.642,23.134,17.308,15.810,21.236,21.236,18.702,18.702,20.072,20.072,22.182,22.182,1a,7.885,1k,15.810
MT863988,1,6.050,6.050,20.641,20.641,18.861,18.861,23.221,22.143,22.143,23.132,23.132,20.974,20.974,22.143,17.438,17.082,20.000,20.000,18.705,18.705,18.505,18.505,21.583,21.583,1a,6.050,1k,17.082
MT863989,1,6.406,6.406,20.996,20.996,19.217,19.217,23.596,22.500,22.500,23.488,23.488,21.348,21.348,22.500,17.794,17.438,20.364,20.364,19.065,19.065,18.861,18.861,21.942,21.942,1a,6.406,1k,17.438
MT863990,1,6.406,6.406,20.641,20.641,17.794,17.794,21.805,21.071,21.071,22.420,22.420,20.225,20.225,23.214,14.591,15.302,21.455,21.455,16.187,16.187,14.591,14.591,20.879,20.879,1a,6.406,1n,14.591
MT863991,1,7.829,7.829,22.064,22.064,19.217,19.217,23.308,22.500,22.500,23.843,23.843,21.723,21.723,24.643,15.658,16.726,22.182,22.182,17.626,17.626,15.302,15.302,22.344,22.344,1a,7.829,1n,15.302
MT863992,1,10.753,10.753,24.101,24.101,22.222,22.222,26.848,24.549,24.549,25.090,25.090,22.472,22.472,25.993,19.784,20.789,26.978,26.978,23.656,23.656,22.581,22.581,24.444,24.444,1a,10.753,1j,19.784
MT863993,1,11.111,11.111,24.460,24.460,21.864,21.864,27.237,24.188,24.188,25.090,25.090,22.097,22.097,25.632,19.424,20.430,27.338,27.338,23.656,23.656,22.581,22.581,24.444,24.444,1a,11.111,1j,19.424
MT864002,1,7.885,7.885,20.229,20.229,21.147,21.147,24.194,22.137,22.137,22.901,22.901,22.642,22.642,23.134,17.308,15.810,21.236,21.236,18.702,18.702,20.072,20.072,22.182,22.182,1a,7.885,1k,15.810
MT864003,1,8.961,8.961,20.611,20.611,21.864,21.864,25.000,22.901,22.901,23.282,23.282,23.396,23.396,23.507,18.462,16.996,22.008,22.008,19.084,19.084,20.789,20.789,22.545,22.545,1a,8.961,1k,16.996
MT995341,1,23.005,23.005,6.929,6.929,21.485,21.485,16.535,22.170,22.170,19.466,19.466,21.909,21.909,13.522,21.575,20.912,22.449,22.449,21.767,21.767,21.440,21.440,21.835,21.835,1b,6.929,1i,13.522
MT995342,1,23.005,23.005,6.929,6.929,21.485,21.485,16.535,22.170,22.170,19.466,19.466,21.909,21.909,13.522,21.575,20.912,22.449,22.449,21.767,21.767,21.440,21.440,21.835,21.835,1b,6.929,1i,13.522
MT995343,1,23.005,23.005,6.929,6.929,21.485,21.485,16.535,22.170,22.170,19.466,19.466,21.596,21.596,13.522,21.890,21.226,22.135,22.135,21.451,21.451,21.127,21.127,21.519,21.519,1b,6.929,1i,13.522
MT995344,1,23.005,23.005,6.929,6.929,21.485,21.485,16.850,22.013,22.013,19.780,19.780,22.222,22.222,13.522,21.575,21.226,22.763,22.763,21.924,21.924,21.753,21.753,22.152,22.152,1b,6.929,1i,13.522
MT995345,1,23.161,23.161,7.087,7.087,21.485,21.485,17.008,22.170,22.170,19.937,19.937,22.066,22.066,13.679,21.732,21.384,22.920,22.920,21.767,21.767,21.909,21.909,22.152,22.152,1b,7.087,1i,13.679
MT995351,1,7.512,7.512,22.362,22.362,19.589,19.589,23.713,21.978,21.978,22.013,22.013,21.061,21.061,22.013,17.214,15.361,23.428,23.428,18.325,18.325,17.214,17.214,20.886,20.886,1a,7.512,1k,15.361
MT995352,1,7.668,7.668,22.520,22.520,19.589,19.589,23.869,21.821,21.821,22.170,22.170,21.217,21.217,22.170,17.058,15.517,23.585,23.585,18.167,18.167,17.371,17.371,21.044,21.044,1a,7.668,1k,15.517
MT995353,1,7.825,7.825,22.449,22.449,19.747,19.747,23.713,21.664,21.664,22.327,22.327,21.061,21.061,22.013,16.901,15.674,23.428,23.428,18.325,18.325,17.527,17.527,20.886,20.886,1a,7.825,1k,15.674
MT995354,1,7.668,7.668,22.520,22.520,19.589,19.589,23.869,21.821,21.821,22.170,22.170,21.217,21.217,22.170,17.058,15.517,23.585,23.585,18.167,18.167,17.371,17.371,21.044,21.044,1a,7.668,1k,15.517
MT995355,1,7.668,7.668,22.520,22.520,19.589,19.589,23.869,21.821,21.821,22.170,22.170,21.217,21.217,22.170,17.058,15.517,23.585,23.585,18.167,18.167,17.371,17.371,21.044,21.044,1a,7.668,1k,15.517
ON630763,1,7.825,7.825,21.102,21.102,19.683,19.683,23.318,21.855,21.855,22.013,22.013,20.970,20.970,21.069,18.623,16.928,23.742,23.742,18.513,18.513,17.214,17.214,20.728,20.728,1a,7.825,1k,16.928
ON630764,1,7.210,7.210,20.315,20.315,19.206,19.206,22.153,21.698,21.698,20.440,20.440,20.156,20.156,21.226,17.241,15.047,23.113,23.113,17.062,17.062,15.987,15.987,20.411,20.411,1a,7.210,1k,15.047
ON630765,1,7.981,7.981,21.575,21.575,20.000,20.000,23.944,22.692,22.692,22.327,22.327,21.529,21.529,23.742,18.779,16.144,24.765,24.765,18.285,18.285,16.745,16.745,21.519,21.519,1a,7.981,1k,16.144
ON630766,1,5.008,5.008,21.417,21.417,19.841,19.841,22.362,21.821,21.821,20.126,20.126,21.997,21.997,21.226,16.378,15.252,23.862,23.862,16.930,16.930,16.275,16.275,21.044,21.044,1a,5.008,1k,15.252
ON630767,1,4.075,4.075,22.047,22.047,18.889,18.889,22.222,23.391,23.391,21.855,21.855,21.875,21.875,21.507,16.771,14.890,23.270,23.270,15.931,15.931,15.987,15.987,20.886,20.886,1a,4.075,1k,14.890
ON630768,1,5.634,5.634,21.260,21.260,20.476,20.476,22.969,22.292,22.292,21.698,21.698,21.997,21.997,21.698,17.997,14.890,23.594,23.594,17.220,17.220,16.745,16.745,21.361,21.361,1a,5.634,1k,14.890
ON630769,1,5.329,5.329,21.575,21.575,20.476,20.476,22.100,22.799,22.799,21.541,21.541,22.571,22.571,22.327,17.241,15.831,24.057,24.057,17.852,17.852,16.771,16.771,20.728,20.728,1a,5.329,1k,15.831
ON630770,1,4.538,4.538,20.945,20.945,18.730,18.730,22.047,21.978,21.978,21.855,21.855,21.997,21.997,21.226,17.165,15.252,23.899,23.899,15.482,15.482,15.649,15.649,21.044,21.044,1a,4.538,1k,15.252
ON630771,1,6.270,6.270,21.978,21.978,19.115,19.115,22.812,21.193,21.193,21.069,21.069,21.250,21.250,21.541,17.241,15.204,24.528,24.528,16.343,16.343,17.500,17.500,21.203,21.203,1a,6.270,1k,15.204
ON630772,1,5.486,5.486,21.350,21.350,19.841,19.841,21.719,22.170,22.170,21.226,21.226,21.160,21.160,21.384,16.301,14.890,24.214,24.214,17.220,17.220,16.928,16.928,21.835,21.835,1a,5.486,1k,14.890
ON630773,1,9.077,9.077,21.260,21.260,20.537,20.537,23.245,21.821,21.821,21.384,21.384,21.753,21.753,22.799,17.371,15.361,24.138,24.138,17.220,17.220,15.913,15.913,20.253,20.253,1a,9.077,1k,15.361
ON630774,1,7.524,7.524,20.440,20.440,19.146,19.146,21.473,21.575,21.575,20.630,20.630,20.533,20.533,22.205,16.614,14.734,23.705,23.705,17.508,17.508,16.250,16.250,20.695,20.695,1a,7.524,1k,14.734
ON630775,1,5.947,5.947,19.213,19.213,19.048,19.048,22.520,21.350,21.350,20.440,20.440,20.905,20.905,19.025,16.693,14.465,22.484,22.484,16.430,16.430,16.119,16.119,18.957,18.957,1a,5.947,1k,14.465
ON630776,1,5.164,5.164,21.890,21.890,18.740,18.740,22.933,22.449,22.449,22.013,22.013,22.465,22.465,22.327,16.745,15.047,24.371,24.371,15.956,15.956,15.806,15.806,21.044,21.044,1a,5.164,1k,15.047
ON630777,1,7.981,7.981,21.664,21.664,19.218,19.218,23.750,23.197,23.197,21.855,21.855,21.061,21.061,22.642,17.527,15.361,24.528,24.528,18.354,18.354,16.901,16.901,22.310,22.310,1a,7.981,1k,15.361
ON630778,1,5.477,5.477,20.315,20.315,19.431,19.431,22.484,22.135,22.135,20.755,20.755,21.373,21.373,20.440,16.535,14.937,23.511,23.511,17.220,17.220,16.069,16.069,20.570,20.570,1a,5.477,1k,14.937
ON630779,1,5.947,5.947,19.843,19.843,19.524,19.524,22.362,22.135,22.135,20.912,20.912,21.529,21.529,19.654,17.008,14.623,23.113,23.113,16.904,16.904,16.069,16.069,19.937,19.937,1a,5.947,1k,14.623
ON630780,1,5.477,5.477,20.472,20.472,18.730,18.730,22.642,22.449,22.449,21.069,21.069,21.685,21.685,20.126,16.693,14.308,23.428,23.428,16.430,16.430,15.601,15.601,20.411,20.411,1a,5.477,1k,14.308
ON630781,1,7.199,7.199,21.036,21.036,19.589,19.589,21.875,23.270,23.270,21.226,21.226,22.344,22.344,22.642,17.214,15.517,23.668,23.668,14.692,14.692,16.275,16.275,21.485,21.485,1a,7.199,1m,14.692
ON630782,1,6.103,6.103,21.350,21.350,19.905,19.905,21.875,23.585,23.585,21.855,21.855,22.465,22.465,22.799,17.371,15.987,23.899,23.899,15.640,15.640,15.913,15.913,21.485,21.485,1a,6.103,1n,15.913
ON630783,1,8.764,8.764,22.677,22.677,20.317,20.317,23.364,22.327,22.327,21.541,21.541,23.005,23.005,22.449,17.684,16.614,23.668,23.668,18.641,18.641,16.719,16.719,22.310,22.310,1a,8.764,1k,16.614
ON630784,1,5.947,5.947,21.732,21.732,19.370,19.370,23.401,22.449,22.449,21.698,21.698,22.222,22.222,22.642,17.371,14.734,24.019,24.019,17.062,17.062,16.588,16.588,21.677,21.677,1a,5.947,1k,14.734
ON630785,1,5.790,5.790,21.507,21.507,19.528,19.528,22.465,22.135,22.135,21.384,21.384,22.379,22.379,22.013,17.214,15.517,23.899,23.899,16.746,16.746,15.601,15.601,21.044,21.044,1a,5.790,1k,15.517
ON630786,1,8.777,8.777,22.099,22.099,19.055,19.055,24.062,22.168,22.168,22.992,22.992,21.719,21.719,22.381,19.279,16.013,24.444,24.444,17.937,17.937,18.025,18.025,21.463,21.463,1a,8.777,1k,16.013
ON630787,1,6.103,6.103,19.528,19.528,18.730,18.730,22.327,21.664,21.664,20.912,20.912,21.373,21.373,20.283,16.850,15.094,23.197,23.197,17.089,17.089,15.913,15.913,19.937,19.937,1a,6.103,1k,15.094
ON630788,1,5.172,5.172,21.260,21.260,19.055,19.055,22.969,22.292,22.292,21.855,21.855,22.031,22.031,21.541,17.085,15.023,23.428,23.428,16.430,16.430,15.987,15.987,20.570,20.570,1a,5.172,1k,15.023
ON630789,1,7.680,7.680,21.417,21.417,19.048,19.048,22.692,21.127,21.127,20.440,20.440,20.533,20.533,22.013,16.301,15.517,23.511,23.511,15.798,15.798,14.734,14.734,20.886,20.886,1a,7.680,1n,14.734
ON630790,1,7.355,7.355,21.575,21.575,19.589,19.589,22.500,21.440,21.440,21.226,21.226,20.501,20.501,22.170,17.214,16.301,23.041,23.041,16.297,16.297,15.336,15.336,21.361,21.361,1a,7.355,1n,15.336
ON630791,1,7.199,7.199,21.732,21.732,19.431,19.431,22.656,21.440,21.440,21.384,21.384,20.657,20.657,22.327,17.214,16.144,23.197,23.197,16.114,16.114,15.180,15.180,21.519,21.519,1a,7.199,1n,15.180
ON630792,1,6.260,6.260,21.193,21.193,19.115,19.115,21.562,23.899,23.899,22.013,22.013,21.841,21.841,23.113,17.214,15.047,23.742,23.742,15.166,15.166,15.133,15.133,21.044,21.044,1a,6.260,1k,15.047
ON630793,1,7.512,7.512,21.417,21.417,19.431,19.431,22.344,21.507,21.507,21.069,21.069,20.657,20.657,22.013,17.371,16.458,23.197,23.197,16.456,16.456,15.493,15.493,21.203,21.203,1a,7.512,1n,15.493
ON630794,1,6.132,6.132,20.094,20.094,19.115,19.115,20.755,22.799,22.799,20.755,20.755,22.100,22.100,22.170,17.008,15.094,22.956,22.956,15.798,15.798,15.987,15.987,21.519,21.519,1a,6.132,1k,15.094
ON630795,1,5.321,5.321,21.260,21.260,19.365,19.365,21.719,22.799,22.799,21.855,21.855,21.596,21.596,22.484,17.527,15.987,22.100,22.100,16.297,16.297,17.005,17.005,21.361,21.361,1a,5.321,1k,15.987
ON630796,1,7.837,7.837,21.664,21.664,18.627,18.627,23.161,22.956,22.956,20.912,20.912,20.625,20.625,22.292,17.555,15.831,24.138,24.138,16.746,16.746,16.614,16.614,21.519,21.519,1a,7.837,1k,15.831
ON630797,1,7.981,7.981,22.205,22.205,19.218,19.218,23.750,22.956,22.956,21.541,21.541,21.061,21.061,23.234,17.371,15.047,25.235,25.235,17.536,17.536,16.745,16.745,22.785,22.785,1a,7.981,1k,15.047
ON630798,1,8.621,8.621,22.642,22.642,20.695,20.695,23.944,23.065,23.065,21.575,21.575,21.406,21.406,23.659,17.868,16.170,24.409,24.409,17.378,17.378,17.398,17.398,22.310,22.310,1a,8.621,1k,16.170
ON630799,1,8.764,8.764,22.047,22.047,19.707,19.707,23.906,23.270,23.270,21.541,21.541,20.437,20.437,23.077,17.684,16.614,24.922,24.922,18.167,18.167,17.527,17.527,22.943,22.943,1a,8.764,1k,16.614
ON630800,1,8.138,8.138,22.047,22.047,19.218,19.218,24.062,23.270,23.270,21.384,21.384,20.593,20.593,22.606,17.527,15.831,24.528,24.528,16.746,16.746,17.684,17.684,21.994,21.994,1a,8.138,1k,15.831
ON630801,1,7.199,7.199,22.047,22.047,19.905,19.905,23.511,23.234,23.234,21.384,21.384,22.222,22.222,24.528,17.953,15.723,23.270,23.270,17.062,17.062,16.745,16.745,21.835,21.835,1a,7.199,1k,15.723
