Accession,AssignedGenotype,Subtype3aDistance,Subtype3bDistance,Subtype3dDistance,Subtype3eDistance,Subtype3gDistance,Subtype3gDistance,Subtype3hDistance,Subtype3iDistance,Subtype3iDistance,Subtype3kDistance,Subtype3kDistance,FirstChoiceSubtype,FirstChoiceDistance,SecondChoiceSubtype,SecondChoiceDistance
MT062962,3,11.073,25.448,20.702,20.069,21.786,21.786,22.222,24.815,24.815,25.714,25.714,3a,11.073,3e,20.069
MT062963,3,14.533,24.911,21.875,21.575,24.199,24.199,22.137,24.583,24.583,26.882,26.882,3a,14.533,3e,21.575
MT062964,3,12.803,24.373,20.000,19.377,23.571,23.571,22.222,25.830,25.830,26.165,26.165,3a,12.803,3e,19.377
MT113068,3,24.908,29.469,24.254,27.586,23.529,23.529,24.554,,,26.182,26.182,3d,24.254,3g,23.529
MT113070,3,26.899,29.394,28.859,26.132,29.179,29.179,21.429,30.303,30.303,26.122,26.122,3h,21.429,3a,26.899
MT151170,3,23.016,28.313,27.500,23.162,26.616,26.616,8.721,27.660,27.660,26.236,26.236,3h,8.721,3e,23.162
MT151187,3,12.994,27.108,22.985,20.870,22.034,22.034,23.162,27.479,27.479,28.528,28.528,3a,12.994,3e,20.870
MT151188,3,27.106,29.348,29.118,23.970,27.957,27.957,7.849,28.986,28.986,,,3h,7.849,3e,23.970
MT151191,3,7.910,27.586,24.405,19.130,22.663,22.663,24.904,28.367,28.367,23.656,23.656,3a,7.910,3e,19.130
MT151205,3,8.192,27.928,25.298,20.290,22.599,22.599,25.735,27.089,27.089,24.014,24.014,3a,8.192,3e,20.290
MT151221,3,30.422,25.087,27.059,27.108,26.765,26.765,19.477,25.225,25.225,26.316,26.316,3h,19.477,3i,25.225
MT151244,3,9.887,25.826,22.321,22.029,22.316,22.316,21.456,27.954,27.954,27.545,27.545,3a,9.887,3e,22.029
MT151249,3,27.848,27.795,26.899,26.331,27.729,27.729,18.845,26.254,26.254,,,3h,18.845,3i,26.254
MT151256,3,26.132,28.529,26.176,27.811,26.978,26.978,7.267,28.912,28.912,28.137,28.137,3h,7.267,3d,26.176
MT151260,3,26.007,29.193,27.353,23.596,25.090,25.090,7.826,27.174,27.174,30.038,30.038,3h,7.826,3e,23.596
MT151281,3,12.429,25.970,25.444,22.899,24.363,24.363,26.909,29.683,29.683,27.599,27.599,3a,12.429,3e,22.899
MT151282,3,27.532,26.284,26.543,25.301,27.164,27.164,20.061,26.627,26.627,25.182,25.182,3h,20.061,3e,25.301
MT151286,3,26.259,28.743,27.059,23.162,26.259,26.259,6.105,28.808,28.808,27.757,27.757,3h,6.105,3e,23.162
MT347782,3,11.458,24.627,21.583,19.355,22.917,22.917,26.953,24.823,24.823,26.217,26.217,3a,11.458,3e,19.355
MT347783,3,9.756,27.046,21.583,20.863,21.528,21.528,26.217,27.046,27.046,26.259,26.259,3a,9.756,3e,20.863
MT347784,3,8.681,25.623,21.942,18.280,21.107,21.107,25.468,24.113,24.113,26.978,26.978,3a,8.681,3e,18.280
MT347785,3,11.111,28.148,24.460,19.355,24.567,24.567,25.468,,,26.766,26.766,3a,11.111,3e,19.355
MT347786,3,8.711,25.623,22.302,19.784,23.345,23.345,26.838,25.623,25.623,25.540,25.540,3a,8.711,3e,19.784
MT347787,3,9.059,27.046,21.942,20.504,21.951,21.951,25.735,27.046,27.046,24.820,24.820,3a,9.059,3e,20.504
MT347788,3,8.997,25.746,22.302,20.000,23.529,23.529,22.989,26.502,26.502,24.719,24.719,3a,8.997,3e,20.000
MT347789,3,11.498,27.046,22.302,20.863,20.906,20.906,24.632,26.335,26.335,23.741,23.741,3a,11.498,3g,20.906
MT347790,3,10.453,24.735,22.302,20.144,22.300,22.300,24.265,25.267,25.267,23.381,23.381,3a,10.453,3e,20.144
MT347791,3,8.772,24.382,21.942,20.144,21.678,21.678,24.265,25.623,25.623,23.741,23.741,3a,8.772,3e,20.144
MT347792,3,10.508,25.260,22.727,20.280,22.034,22.034,24.632,25.263,25.263,23.592,23.592,3a,10.508,3e,20.280
MT347793,3,9.622,24.825,22.183,19.858,21.993,21.993,24.265,24.912,24.912,23.488,23.488,3a,9.622,3e,19.858
MT347794,3,9.756,25.979,22.302,20.504,21.951,21.951,24.632,25.623,25.623,23.381,23.381,3a,9.756,3e,20.504
MT347795,3,9.964,25.271,22.426,19.485,22.776,22.776,23.897,26.182,26.182,23.162,23.162,3a,9.964,3e,19.485
MT347796,3,10.182,25.092,22.556,20.677,21.818,21.818,24.060,25.651,25.651,23.684,23.684,3a,10.182,3e,20.677
MT347797,3,10.294,25.185,22.642,20.755,23.358,23.358,24.335,25.830,25.830,24.151,24.151,3a,10.294,3e,20.755
MT347798,3,9.319,25.275,22.305,19.630,21.864,21.864,23.792,24.908,24.908,23.704,23.704,3a,9.319,3e,19.630
MT347799,3,8.897,24.910,22.059,19.485,21.277,21.277,24.265,25.091,25.091,25.368,25.368,3a,8.897,3e,19.485
MT347800,3,9.964,25.000,21.691,19.414,21.631,21.631,23.529,24.638,24.638,22.711,22.711,3a,9.964,3e,19.414
MT347801,3,9.609,24.731,22.426,20.073,22.261,22.261,24.265,25.271,25.271,23.358,23.358,3a,9.609,3e,20.073
MT347802,3,9.859,24.286,22.182,19.636,21.831,21.831,23.162,24.820,24.820,23.273,23.273,3a,9.859,3e,19.636
MT347803,3,10.211,24.643,21.818,20.000,21.479,21.479,23.897,25.180,25.180,24.000,24.000,3a,10.211,3e,20.000
MT557674,3,7.042,27.010,21.372,19.968,23.855,23.855,28.409,25.475,25.475,26.656,26.656,3a,7.042,3e,19.968
MT557675,3,7.199,27.170,21.531,20.129,24.013,24.013,28.571,25.633,25.633,26.817,26.817,3a,7.199,3e,20.129
MT557676,3,7.042,27.010,21.372,19.968,23.855,23.855,28.409,25.475,25.475,26.656,26.656,3a,7.042,3e,19.968
MT557677,3,7.042,27.010,21.372,19.968,23.855,23.855,28.409,25.475,25.475,26.656,26.656,3a,7.042,3e,19.968
MT557678,3,7.042,27.010,21.372,19.968,23.855,23.855,28.409,25.475,25.475,26.656,26.656,3a,7.042,3e,19.968
MT557679,3,7.042,27.010,21.372,19.968,23.855,23.855,28.409,25.475,25.475,26.656,26.656,3a,7.042,3e,19.968
MT557680,3,7.199,27.170,21.372,19.968,24.013,24.013,28.409,25.633,25.633,26.656,26.656,3a,7.199,3e,19.968
MT557681,3,7.042,27.010,21.372,19.968,23.855,23.855,28.409,25.475,25.475,26.656,26.656,3a,7.042,3e,19.968
MT557682,3,7.042,27.010,21.372,19.968,23.855,23.855,28.409,25.475,25.475,26.656,26.656,3a,7.042,3e,19.968
MT557683,3,7.042,27.010,21.372,19.968,23.855,23.855,28.409,25.475,25.475,26.656,26.656,3a,7.042,3e,19.968
MT557684,3,7.042,27.010,21.372,19.968,23.855,23.855,28.409,25.475,25.475,26.656,26.656,3a,7.042,3e,19.968
MT557685,3,7.042,27.010,21.372,19.968,23.855,23.855,28.409,25.475,25.475,26.656,26.656,3a,7.042,3e,19.968
MT557686,3,7.199,27.170,21.531,20.129,24.013,24.013,28.571,25.633,25.633,26.817,26.817,3a,7.199,3e,20.129
MT603218,3,6.714,28.850,22.872,20.922,23.457,23.457,29.433,27.482,27.482,28.092,28.092,3a,6.714,3e,20.922
MT603219,3,7.679,27.241,21.990,21.340,22.887,22.887,28.621,26.702,26.702,27.225,27.225,3a,7.679,3e,21.340
MT603220,3,7.869,27.115,20.577,19.038,24.376,24.376,29.808,25.192,25.192,26.706,26.706,3a,7.869,3e,19.038
MT603221,3,8.127,28.546,21.454,19.504,23.239,23.239,29.078,26.064,26.064,25.972,25.972,3a,8.127,3e,19.504
MT603222,3,8.087,27.160,19.836,18.763,23.457,23.457,29.762,25.410,25.410,27.459,27.459,3a,8.087,3e,18.763
MT603223,3,9.315,25.835,21.404,19.929,24.028,24.028,28.269,26.011,26.011,27.320,27.320,3a,9.315,3e,19.929
MT603224,3,8.637,27.885,21.346,20.577,25.144,25.144,30.192,25.577,25.577,27.096,27.096,3a,8.637,3e,20.577
MT603225,3,7.774,27.660,21.831,19.893,23.227,23.227,27.907,27.032,27.032,25.795,25.795,3a,7.774,3e,19.893
MT603226,3,7.853,28.295,22.862,20.988,23.415,23.415,28.970,26.876,26.876,27.749,27.749,3a,7.853,3e,20.988
MT603227,3,8.772,27.817,21.329,19.753,24.296,24.296,28.447,26.140,26.140,26.140,26.140,3a,8.772,3e,19.753
MT603228,3,7.368,26.293,21.983,17.888,23.226,23.226,29.095,25.216,25.216,27.371,27.371,3a,7.368,3e,17.888
MT603229,3,6.303,26.793,20.755,17.711,22.105,22.105,27.389,25.054,25.054,26.667,26.667,3a,6.303,3e,17.711
MT603230,3,8.333,26.711,19.647,18.062,23.894,23.894,28.982,24.605,24.605,27.313,27.313,3a,8.333,3e,18.062
MT603231,3,6.066,27.017,20.638,19.700,22.201,22.201,29.520,25.704,25.704,26.779,26.779,3a,6.066,3e,19.700
MT603232,3,7.579,27.371,23.060,19.828,23.605,23.605,28.448,26.293,26.293,26.067,26.067,3a,7.579,3e,19.828
MT632158,3,7.512,27.053,22.329,20.323,23.186,23.186,29.114,24.209,24.209,25.723,25.723,3a,7.512,3e,20.323
MT632162,3,9.404,27.467,21.850,20.451,24.487,24.487,,24.444,24.444,26.494,26.494,3a,9.404,3e,20.451
MT632170,3,7.668,27.419,20.415,19.672,23.697,23.697,29.027,25.394,25.394,25.443,25.443,3a,7.668,3e,19.672
MT632172,3,8.764,27.632,20.096,20.773,22.871,22.871,29.187,25.633,25.633,26.171,26.171,3a,8.764,3d,20.096
MT632179,3,7.199,27.697,22.488,20.773,24.290,24.290,29.147,25.475,25.475,27.141,27.141,3a,7.199,3e,20.773
MT632180,3,9.703,27.512,22.488,19.646,22.275,22.275,28.230,25.363,25.363,25.282,25.282,3a,9.703,3e,19.646
MT632186,3,8.294,28.243,21.656,21.578,25.665,25.665,28.363,25.633,25.633,27.697,27.697,3a,8.294,3d,21.656
MT632194,3,7.512,28.341,22.169,21.256,23.502,23.502,30.032,26.424,26.424,27.302,27.302,3a,7.512,3e,21.256
PQ799513,3,8.254,27.787,22.807,21.578,25.120,25.120,28.317,26.232,26.232,26.899,26.899,3a,8.254,3e,21.578
PQ799532,3,9.077,26.524,21.691,20.612,22.871,22.871,28.896,26.108,26.108,27.053,27.053,3a,9.077,3e,20.612
PQ799538,3,7.229,26.939,21.971,18.763,23.482,23.482,28.542,25.866,25.866,26.850,26.850,3a,7.229,3e,18.763
PQ799555,3,10.575,28.261,22.430,20.188,24.476,24.476,32.697,25.977,25.977,26.316,26.316,3a,10.575,3e,20.188
PQ799560,3,7.463,27.247,21.393,20.896,24.672,24.672,30.789,25.714,25.714,26.632,26.632,3a,7.463,3e,20.896
MK252764,3,27.352,13.158,23.937,23.516,21.007,21.007,28.251,19.333,19.333,26.164,26.164,3b,13.158,3i,19.333
MK252765,3,27.489,13.158,23.451,22.907,20.086,20.086,29.148,20.000,20.000,27.434,27.434,3b,13.158,3g,20.086
MK252766,3,27.912,12.667,25.000,24.944,21.099,21.099,29.621,19.545,19.545,27.664,27.664,3b,12.667,3i,19.545
MK252767,3,26.915,12.667,24.609,23.385,19.694,19.694,28.636,20.444,20.444,25.771,25.771,3b,12.667,3g,19.694
MK252772,3,26.265,13.235,21.910,24.138,20.773,20.773,24.000,19.701,19.701,25.691,25.691,3b,13.235,3i,19.701
MK252777,3,27.273,14.059,24.714,24.318,20.358,20.358,25.912,19.955,19.955,23.370,23.370,3b,14.059,3i,19.955
MK252778,3,26.915,12.061,23.937,24.615,18.818,18.818,29.670,18.889,18.889,27.152,27.152,3b,12.061,3g,18.818
MK252781,3,28.285,13.647,25.450,24.485,20.667,20.667,30.112,20.582,20.582,28.082,28.082,3b,13.647,3g,20.667
MK252783,3,29.322,11.842,25.727,26.049,21.179,21.179,28.132,20.227,20.227,25.901,25.901,3b,11.842,3i,20.227
MK252785,3,28.833,11.644,25.296,26.376,21.267,21.267,29.977,20.327,20.327,27.610,27.610,3b,11.644,3i,20.327
MK252787,3,27.394,13.753,24.638,27.561,21.659,21.659,,21.296,21.296,28.810,28.810,3b,13.753,3i,21.296
MK252792,3,28.117,15.327,24.444,24.722,21.197,21.197,29.552,20.506,20.506,26.257,26.257,3b,15.327,3i,20.506
MK252793,3,28.916,14.421,26.429,24.755,21.583,21.583,29.216,21.951,21.951,25.895,25.895,3b,14.421,3g,21.583
MK252794,3,27.394,12.472,25.400,25.000,22.819,22.819,24.648,22.902,22.902,23.876,23.876,3b,12.472,3i,22.902
MK252805,3,27.451,15.351,26.711,25.714,21.041,21.041,29.890,21.064,21.064,25.901,25.901,3b,15.351,3g,21.041
MK252806,3,8.602,27.703,21.711,19.518,23.011,23.011,29.011,27.669,27.669,29.561,29.561,3a,8.602,3e,19.518
MK252813,3,8.095,26.247,21.655,18.293,22.381,22.381,22.794,26.485,26.485,27.132,27.132,3a,8.095,3e,18.293
MK252816,3,7.381,26.234,22.141,18.005,20.764,20.764,23.162,26.683,26.683,27.047,27.047,3a,7.381,3e,18.005
MK252817,3,25.455,14.634,21.455,24.561,18.089,18.089,25.912,20.209,20.209,24.731,24.731,3b,14.634,3g,18.089
MK252818,3,8.276,27.209,20.471,19.484,21.839,21.839,29.412,27.804,27.804,27.869,27.869,3a,8.276,3e,19.484
MK252821,3,9.071,27.778,21.053,19.298,23.377,23.377,29.279,26.144,26.144,27.354,27.354,3a,9.071,3e,19.298
MK252824,3,27.790,10.667,23.490,24.499,19.783,19.783,28.953,19.556,19.556,25.901,25.901,3b,10.667,3g,19.783
MK255814,3,10.089,27.027,24.169,20.973,23.582,23.582,24.265,27.844,27.844,25.448,25.448,3a,10.089,3e,20.973
MK255815,3,7.988,26.875,24.924,20.846,21.701,21.701,23.162,26.807,26.807,23.843,23.843,3a,7.988,3e,20.846
MK255816,3,9.763,25.526,22.796,20.846,19.591,19.591,,25.263,25.263,25.517,25.517,3a,9.763,3g,19.591
MK255817,3,9.118,26.019,22.659,19.149,22.485,22.485,24.521,28.144,28.144,24.014,24.014,3a,9.118,3e,19.149
MK255818,3,8.235,28.788,24.773,22.492,22.419,22.419,25.979,23.944,23.944,28.313,28.313,3a,8.235,3g,22.419
MK255819,3,7.059,27.164,23.867,20.606,22.189,22.189,24.265,25.614,25.614,25.806,25.806,3a,7.059,3e,20.606
MK255820,3,7.647,27.027,23.867,21.581,22.189,22.189,24.265,27.246,27.246,24.731,24.731,3a,7.647,3e,21.581
MK255821,3,8.235,26.866,26.284,22.188,21.829,21.829,25.368,29.042,29.042,25.979,25.979,3a,8.235,3g,21.829
MK255822,3,10.355,27.108,23.404,20.544,20.821,20.821,25.735,25.965,25.965,26.897,26.897,3a,10.355,3e,20.544
MK255823,3,7.353,25.970,23.867,20.061,22.419,22.419,23.162,28.443,28.443,24.731,24.731,3a,7.353,3e,20.061
MK255824,3,8.824,25.526,23.565,21.277,20.649,20.649,22.426,28.443,28.443,24.555,24.555,3a,8.824,3g,20.649
MK255825,3,7.647,27.327,24.169,20.365,20.944,20.944,23.529,27.246,27.246,24.014,24.014,3a,7.647,3e,20.365
MK255826,3,10.059,25.532,21.277,20.242,20.821,20.821,24.632,25.442,25.442,24.828,24.828,3a,10.059,3e,20.242
MK255827,3,6.765,26.269,25.378,19.453,22.124,22.124,23.897,28.144,28.144,24.199,24.199,3a,6.765,3e,19.453
MK255828,3,8.235,25.672,23.263,20.669,22.124,22.124,23.755,26.389,26.389,25.517,25.517,3a,8.235,3e,20.669
MK255829,3,8.235,25.225,23.263,20.973,21.829,21.829,22.794,28.144,28.144,24.199,24.199,3a,8.235,3e,20.973
MK255830,3,7.353,26.727,23.867,20.669,20.606,20.606,23.162,24.653,24.653,24.138,24.138,3a,7.353,3e,20.669
MK255831,3,9.706,26.866,25.378,20.909,23.669,23.669,23.162,27.431,27.431,25.979,25.979,3a,9.706,3e,20.909
MK255832,3,8.235,26.347,23.263,21.277,23.077,23.077,23.529,27.545,27.545,24.373,24.373,3a,8.235,3e,21.277
MK255833,3,8.235,26.332,22.054,18.485,22.189,22.189,24.632,27.545,27.545,24.731,24.731,3a,8.235,3e,18.485
MK255834,3,7.647,26.567,24.471,20.973,23.599,23.599,23.897,27.246,27.246,24.324,24.324,3a,7.647,3e,20.973
MK255835,3,7.647,26.866,24.169,21.884,22.189,22.189,24.632,28.144,28.144,25.090,25.090,3a,7.647,3g,22.189
MK255836,3,7.903,26.970,22.188,19.335,20.420,20.420,25.000,24.468,24.468,26.207,26.207,3a,7.903,3e,19.335
MK255837,3,7.353,27.327,23.263,20.669,21.302,21.302,25.094,23.158,23.158,27.795,27.795,3a,7.353,3e,20.669
MK255838,3,8.824,28.144,24.773,20.365,24.556,24.556,25.368,23.368,23.368,27.492,27.492,3a,8.824,3e,20.365
MK255839,3,9.118,25.970,21.148,18.845,22.189,22.189,23.897,24.912,24.912,25.517,25.517,3a,9.118,3e,18.845
MK255840,3,8.580,28.267,24.316,21.884,23.009,23.009,25.735,23.077,23.077,27.410,27.410,3a,8.580,3e,21.884
MK255841,3,8.235,26.567,24.471,20.973,24.260,24.260,24.632,28.144,28.144,24.014,24.014,3a,8.235,3e,20.973
MK255842,3,11.538,29.217,23.708,20.312,22.874,22.874,23.372,23.509,23.509,26.897,26.897,3a,11.538,3e,20.312
MK255843,3,9.412,29.129,23.565,20.365,22.485,22.485,25.368,24.211,24.211,27.964,27.964,3a,9.412,3e,20.365
MK255844,3,8.529,29.129,23.565,21.884,23.373,23.373,25.735,23.509,23.509,27.586,27.586,3a,8.529,3e,21.884
MK255845,3,8.529,28.529,23.263,20.061,23.009,23.009,26.103,24.211,24.211,26.117,26.117,3a,8.529,3e,20.061
MK255846,3,8.529,27.928,23.565,20.061,21.598,21.598,24.632,23.509,23.509,27.660,27.660,3a,8.529,3e,20.061
MK255847,3,7.647,27.628,24.773,19.091,22.189,22.189,24.632,24.306,24.306,24.911,24.911,3a,7.647,3e,19.091
MK255848,3,9.763,26.126,24.316,20.242,20.882,20.882,,23.860,23.860,25.172,25.172,3a,9.763,3e,20.242
MK255849,3,9.706,28.829,25.076,21.515,23.669,23.669,24.632,26.736,26.736,25.806,25.806,3a,9.706,3e,21.515
MK255850,3,9.118,27.576,23.263,20.669,22.189,22.189,25.735,24.028,24.028,28.875,28.875,3a,9.118,3e,20.669
MK255851,3,9.763,27.044,24.316,22.356,23.684,23.684,24.138,26.042,26.042,25.448,25.448,3a,9.763,3e,22.356
MK255852,3,7.941,25.970,24.773,21.884,21.829,21.829,24.265,26.647,26.647,25.862,25.862,3a,7.941,3g,21.829
MK255853,3,11.765,29.819,27.492,24.773,24.927,24.927,26.103,28.472,28.472,26.523,26.523,3a,11.765,3e,24.773
MK255854,3,7.647,28.529,25.378,20.061,21.534,21.534,25.979,24.211,24.211,27.190,27.190,3a,7.647,3e,20.061
MK255855,3,7.353,27.327,24.471,21.884,22.124,22.124,24.265,28.144,28.144,24.373,24.373,3a,7.353,3e,21.884
MK255856,3,7.941,28.228,23.867,22.188,22.419,22.419,25.735,23.509,23.509,27.108,27.108,3a,7.941,3e,22.188
MK255857,3,9.706,25.373,23.867,20.061,23.009,23.009,24.265,24.912,24.912,26.207,26.207,3a,9.706,3e,20.061
MK255858,3,9.118,27.660,23.565,21.148,22.059,22.059,24.632,22.261,22.261,26.727,26.727,3a,9.118,3e,21.148
MK255859,3,9.118,27.356,25.076,21.752,22.353,22.353,25.735,22.997,22.997,27.928,27.928,3a,9.118,3e,21.752
MK255860,3,10.651,26.205,21.581,18.429,20.821,20.821,24.265,24.739,24.739,24.483,24.483,3a,10.651,3e,18.429
MK255861,3,9.412,27.928,22.659,22.492,23.009,23.009,25.368,23.158,23.158,26.970,26.970,3a,9.412,3e,22.492
MK255862,3,9.467,26.807,21.884,18.127,21.994,21.994,23.162,24.561,24.561,24.483,24.483,3a,9.467,3e,18.127
MK255863,3,8.824,27.879,23.263,20.973,22.796,22.796,24.632,22.968,22.968,28.097,28.097,3a,8.824,3e,20.973
MK255864,3,8.824,28.182,23.867,21.581,23.964,23.964,27.206,25.088,25.088,,,3a,8.824,3e,21.581
MK255865,3,10.294,26.332,25.076,21.884,23.009,23.009,24.632,27.083,27.083,26.165,26.165,3a,10.294,3e,21.884
MK255866,3,7.988,27.987,24.924,21.148,22.059,22.059,24.632,25.347,25.347,24.731,24.731,3a,7.988,3e,21.148
MK255867,3,7.941,27.273,23.565,20.365,23.599,23.599,24.265,24.818,24.818,25.090,25.090,3a,7.941,3e,20.365
MK255868,3,7.647,28.529,24.471,21.277,21.239,21.239,25.000,24.211,24.211,28.097,28.097,3a,7.647,3g,21.239
MK255869,3,8.529,26.727,23.263,21.277,22.485,22.485,23.529,27.246,27.246,23.656,23.656,3a,8.529,3e,21.277
MK255870,3,8.824,26.727,23.565,21.515,23.669,23.669,25.000,26.647,26.647,24.828,24.828,3a,8.824,3e,21.515
MK255871,3,7.647,27.761,25.378,21.277,22.124,22.124,25.000,26.389,26.389,25.448,25.448,3a,7.647,3e,21.277
MK255872,3,8.876,28.125,22.492,20.544,21.701,21.701,24.632,,,27.046,27.046,3a,8.876,3e,20.544
MK255873,3,10.000,26.646,22.659,20.365,20.000,20.000,25.368,27.844,27.844,25.448,25.448,3a,10.000,3g,20.000
MK255874,3,26.627,15.060,23.625,23.867,20.588,20.588,27.795,19.520,19.520,25.538,25.538,3b,15.060,3i,19.520
MK255875,3,26.471,14.414,23.226,24.620,19.822,19.822,29.003,18.519,18.519,26.316,26.316,3b,14.414,3i,18.519
MK255876,3,24.854,14.715,22.330,23.263,18.879,18.879,25.378,19.461,19.461,23.952,23.952,3b,14.715,3g,18.879
MK255877,3,26.549,17.117,24.096,24.012,20.710,20.710,29.217,20.659,20.659,26.625,26.625,3b,17.117,3i,20.659
MK255878,3,26.765,14.715,21.687,22.812,20.710,20.710,28.701,18.507,18.507,26.006,26.006,3b,14.715,3i,18.507
MK255879,3,26.765,14.715,21.575,24.620,20.059,20.059,29.305,19.104,19.104,25.387,25.387,3b,14.715,3i,19.104
MK255880,3,24.779,15.916,21.649,24.620,21.598,21.598,29.518,20.062,20.062,24.768,24.768,3b,15.916,3i,20.062
MK255881,3,25.664,15.916,23.226,25.228,21.006,21.006,30.422,20.958,20.958,25.077,25.077,3b,15.916,3i,20.958
MK255882,3,25.074,15.616,21.935,23.750,19.231,19.231,28.313,19.461,19.461,24.149,24.149,3b,15.616,3g,19.231
MK255883,3,26.331,16.817,22.977,23.438,20.536,20.536,29.179,19.104,19.104,27.950,27.950,3b,16.817,3i,19.104
MK255884,3,25.234,16.216,22.074,23.030,20.414,20.414,28.313,20.958,20.958,24.611,24.611,3b,16.216,3i,20.958
MK255885,3,25.882,14.414,21.321,23.867,19.643,19.643,28.875,19.104,19.104,25.697,25.697,3b,14.414,3g,19.643
MK255886,3,25.294,15.616,23.494,23.867,19.231,19.231,26.970,20.679,20.679,26.006,26.006,3b,15.616,3g,19.231
MK255887,3,27.219,15.015,21.359,24.062,19.764,19.764,27.492,20.359,20.359,25.538,25.538,3b,15.015,3g,19.764
MK255888,3,27.778,15.616,23.948,24.316,21.302,21.302,29.607,19.760,19.760,25.077,25.077,3b,15.616,3i,19.760
MK255889,3,25.073,16.216,24.096,24.169,20.414,20.414,29.607,20.958,20.958,25.697,25.697,3b,16.216,3g,20.414
MK255890,3,26.176,15.015,21.725,25.228,21.429,21.429,,20.659,20.659,25.387,25.387,3b,15.015,3i,20.659
MK255891,3,25.074,15.315,19.808,22.796,21.429,21.429,27.356,19.760,19.760,24.149,24.149,3b,15.315,3i,19.760
MK255892,3,25.740,15.015,22.006,23.404,20.536,20.536,28.399,20.659,20.659,24.847,24.847,3b,15.015,3g,20.536
MK255893,3,27.139,16.517,23.077,23.750,19.938,19.938,29.102,21.856,21.856,23.030,23.030,3b,16.517,3g,19.938
MK255894,3,26.254,14.671,22.330,23.125,19.764,19.764,27.492,19.461,19.461,25.538,25.538,3b,14.671,3g,19.764
MK255895,3,26.923,16.216,23.625,24.012,21.006,21.006,28.916,19.162,19.162,25.155,25.155,3b,16.216,3i,19.162
MK255896,3,25.074,14.114,22.687,23.750,20.833,20.833,28.875,19.760,19.760,24.768,24.768,3b,14.114,3i,19.760
MK255897,3,26.706,14.671,21.359,22.812,20.238,20.238,28.701,19.520,19.520,26.708,26.708,3b,14.671,3i,19.520
MK255898,3,26.549,15.569,23.867,24.375,21.176,21.176,28.399,20.420,20.420,26.316,26.316,3b,15.569,3i,20.420
MK255899,3,28.107,15.315,22.756,24.316,21.429,21.429,28.313,19.162,19.162,24.458,24.458,3b,15.315,3i,19.162
MK255900,3,25.519,16.566,22.623,24.471,20.294,20.294,,20.783,20.783,25.538,25.538,3b,16.566,3g,20.294
MK255901,3,27.434,17.718,23.548,25.228,21.302,21.302,29.721,20.659,20.659,25.758,25.758,3b,17.718,3i,20.659
MK255902,3,28.107,14.114,19.435,24.012,21.131,21.131,26.444,20.359,20.359,26.562,26.562,3b,14.114,3i,20.359
MK255903,3,27.219,15.315,23.301,24.316,19.643,19.643,28.313,20.420,20.420,23.913,23.913,3b,15.315,3g,19.643
MK255904,3,25.664,15.522,20.659,23.708,21.131,21.131,29.003,20.988,20.988,25.387,25.387,3b,15.522,3g,21.131
MK255905,3,25.444,15.868,22.006,23.708,19.822,19.822,28.793,21.321,21.321,26.364,26.364,3b,15.868,3g,19.822
MK255906,3,27.859,14.414,22.436,25.836,21.598,21.598,30.091,20.659,20.659,26.006,26.006,3b,14.414,3i,20.659
MK255907,3,26.844,16.216,23.226,24.924,20.118,20.118,28.012,20.359,20.359,26.006,26.006,3b,16.216,3g,20.118
MK255908,3,27.811,16.817,22.667,24.924,22.321,22.321,30.395,21.557,21.557,26.006,26.006,3b,16.817,3i,21.557
MK255909,3,25.074,16.517,21.935,22.961,21.239,21.239,29.305,20.359,20.359,24.768,24.768,3b,16.517,3i,20.359
MK255910,3,25.882,18.018,22.156,24.169,20.536,20.536,28.205,22.090,22.090,26.316,26.316,3b,18.018,3g,20.536
MK255911,3,28.024,15.616,21.725,24.316,21.726,21.726,28.620,20.958,20.958,24.768,24.768,3b,15.616,3i,20.958
MK255912,3,28.614,16.517,22.741,26.444,21.893,21.893,,21.856,21.856,26.006,26.006,3b,16.517,3i,21.856
MK255913,3,26.627,16.216,22.590,24.316,19.527,19.527,28.614,21.557,21.557,25.466,25.466,3b,16.216,3g,19.527
MK255914,3,26.488,15.663,24.316,23.765,20.710,20.710,28.875,21.687,21.687,26.769,26.769,3b,15.663,3g,20.710
MK255915,3,26.176,15.269,21.036,24.062,19.118,19.118,28.614,19.520,19.520,25.077,25.077,3b,15.269,3g,19.118
MK255916,3,26.844,16.716,21.222,25.000,21.131,21.131,28.701,19.461,19.461,25.697,25.697,3b,16.716,3i,19.461
MK255917,3,26.549,16.817,21.967,24.620,19.822,19.822,28.614,19.162,19.162,25.387,25.387,3b,16.817,3i,19.162
MK255918,3,26.176,14.715,20.199,23.100,19.231,19.231,30.120,19.219,19.219,25.938,25.938,3b,14.715,3g,19.231
MK255919,3,26.100,15.616,21.406,24.012,21.893,21.893,28.571,19.461,19.461,25.697,25.697,3b,15.616,3i,19.461
MK255920,3,27.059,15.616,21.725,24.012,22.189,22.189,29.787,20.000,20.000,25.387,25.387,3b,15.616,3i,20.000
MK255921,3,26.254,14.414,20.447,22.492,21.131,21.131,27.052,20.958,20.958,26.006,26.006,3b,14.414,3i,20.958
MK255922,3,26.036,14.759,19.244,24.375,19.643,19.643,28.228,20.181,20.181,23.780,23.780,3b,14.759,3g,19.643
